"BFS_NR","GEBIET_NAME","INDIKATOR_JAHR","INDIKATOR_VALUE","EINHEIT_LANG","column13"
"0","Bezirk Dietikon","2016","535","Anzahl",""
"0","Bezirk Hinwil","2010","540","Anzahl",""
"0","Bezirk Hinwil","2011","547","Anzahl",""
"0","Bezirk Hinwil","2012","554","Anzahl",""
"0","Bezirk Hinwil","2013","554","Anzahl",""
"0","Bezirk Hinwil","2014","555","Anzahl",""
"0","Bezirk Hinwil","2015","560","Anzahl",""
"0","Bezirk Hinwil","2016","565","Anzahl",""
"0","Bezirk Horgen","2010","503","Anzahl",""
"0","Bezirk Horgen","2011","505","Anzahl",""
"0","Bezirk Horgen","2012","509","Anzahl",""
"0","Bezirk Horgen","2013","511","Anzahl",""
"0","Bezirk Horgen","2014","509","Anzahl",""
"0","Bezirk Horgen","2015","509","Anzahl",""
"0","Bezirk Horgen","2016","507","Anzahl",""
"0","Bezirk Meilen","2010","544","Anzahl",""
"0","Bezirk Meilen","2011","541","Anzahl",""
"0","Bezirk Meilen","2012","549","Anzahl",""
"0","Bezirk Meilen","2013","549","Anzahl",""
"0","Bezirk Meilen","2014","544","Anzahl",""
"0","Bezirk Meilen","2015","543","Anzahl",""
"0","Bezirk Meilen","2016","542","Anzahl",""
"0","Bezirk Pfäffikon","2010","551","Anzahl",""
"0","Bezirk Pfäffikon","2011","552","Anzahl",""
"0","Bezirk Pfäffikon","2012","565","Anzahl",""
"0","Bezirk Pfäffikon","2013","565","Anzahl",""
"0","Bezirk Pfäffikon","2014","564","Anzahl",""
"0","Bezirk Pfäffikon","2015","568","Anzahl",""
"0","Bezirk Pfäffikon","2016","570","Anzahl",""
"0","Bezirk Uster","2010","537","Anzahl",""
"0","Bezirk Uster","2011","533","Anzahl",""
"0","Bezirk Uster","2012","540","Anzahl",""
"0","Bezirk Uster","2013","541","Anzahl",""
"0","Bezirk Uster","2014","541","Anzahl",""
"0","Bezirk Uster","2015","540","Anzahl",""
"0","Bezirk Uster","2016","538","Anzahl",""
"0","Bezirk Winterthur","2010","463","Anzahl",""
"0","Bezirk Winterthur","2011","462","Anzahl",""
"0","Bezirk Winterthur","2012","468","Anzahl",""
"0","Bezirk Winterthur","2013","470","Anzahl",""
"0","Bezirk Winterthur","2014","468","Anzahl",""
"0","Bezirk Winterthur","2015","469","Anzahl",""
"0","Bezirk Winterthur","2016","469","Anzahl",""
"0","Bezirk Zürich","2010","357","Anzahl",""
"0","Bezirk Zürich","2011","352","Anzahl",""
"0","Bezirk Zürich","2012","358","Anzahl",""
"0","Bezirk Zürich","2013","355","Anzahl",""
"0","Bezirk Zürich","2014","351","Anzahl",""
"0","Bezirk Zürich","2015","348","Anzahl",""
"0","Bezirk Zürich","2016","344","Anzahl",""
"0","Region Furttal","2010","589","Anzahl",""
"0","Region Furttal","2011","590","Anzahl",""
"0","Region Furttal","2012","605","Anzahl",""
"0","Region Furttal","2013","602","Anzahl",""
"0","Region Furttal","2014","599","Anzahl",""
"0","Region Furttal","2015","613","Anzahl",""
"0","Region Furttal","2016","614","Anzahl",""
"0","Region Glattal","2010","558","Anzahl",""
"0","Region Glattal","2011","555","Anzahl",""
"0","Region Glattal","2012","563","Anzahl",""
"0","Region Glattal","2013","564","Anzahl",""
"0","Region Glattal","2014","562","Anzahl",""
"0","Region Glattal","2015","560","Anzahl",""
"0","Region Glattal","2016","555","Anzahl",""
"0","Region Knonaueramt","2010","536","Anzahl",""
"0","Region Knonaueramt","2011","539","Anzahl",""
"0","Region Knonaueramt","2012","550","Anzahl",""
"0","Region Knonaueramt","2013","551","Anzahl",""
"0","Region Knonaueramt","2014","552","Anzahl",""
"0","Region Knonaueramt","2015","557","Anzahl",""
"0","Region Knonaueramt","2016","556","Anzahl",""
"0","Region Limmattal","2010","530","Anzahl",""
"0","Region Limmattal","2011","534","Anzahl",""
"0","Region Limmattal","2012","548","Anzahl",""
"0","Region Limmattal","2013","549","Anzahl",""
"0","Region Limmattal","2014","548","Anzahl",""
"0","Region Limmattal","2015","544","Anzahl",""
"0","Region Limmattal","2016","535","Anzahl",""
"0","Region Oberland","2010","531","Anzahl",""
"0","Region Oberland","2011","537","Anzahl",""
"0","Region Oberland","2012","545","Anzahl",""
"0","Region Oberland","2013","545","Anzahl",""
"0","Region Oberland","2014","545","Anzahl",""
"0","Region Oberland","2015","549","Anzahl",""
"0","Region Oberland","2016","552","Anzahl",""
"0","Region Pfannenstiel","2010","545","Anzahl",""
"0","Region Pfannenstiel","2011","543","Anzahl",""
"0","Region Pfannenstiel","2012","550","Anzahl",""
"0","Region Pfannenstiel","2013","551","Anzahl",""
"0","Region Pfannenstiel","2014","546","Anzahl",""
"0","Region Pfannenstiel","2015","545","Anzahl",""
"0","Region Pfannenstiel","2016","545","Anzahl",""
"0","Region Unterland","2010","576","Anzahl",""
"0","Region Unterland","2011","577","Anzahl",""
"0","Region Unterland","2012","584","Anzahl",""
"0","Region Unterland","2013","589","Anzahl",""
"0","Region Unterland","2014","589","Anzahl",""
"0","Region Unterland","2015","594","Anzahl",""
"0","Region Unterland","2016","597","Anzahl",""
"0","Region Weinland","2010","553","Anzahl",""
"0","Region Weinland","2011","562","Anzahl",""
"0","Region Weinland","2012","571","Anzahl",""
"0","Region Weinland","2013","582","Anzahl",""
"0","Region Weinland","2014","578","Anzahl",""
"0","Region Weinland","2015","577","Anzahl",""
"0","Region Weinland","2016","579","Anzahl",""
"0","Region Winterthur u. Umg.","2010","472","Anzahl",""
"0","Region Winterthur u. Umg.","2011","472","Anzahl",""
"0","Region Winterthur u. Umg.","2012","478","Anzahl",""
"0","Region Winterthur u. Umg.","2013","480","Anzahl",""
"0","Region Winterthur u. Umg.","2014","477","Anzahl",""
"0","Region Winterthur u. Umg.","2015","479","Anzahl",""
"0","Region Winterthur u. Umg.","2016","479","Anzahl",""
"0","Region Zimmerberg","2010","503","Anzahl",""
"0","Region Zimmerberg","2011","505","Anzahl",""
"0","Region Zimmerberg","2012","509","Anzahl",""
"0","Region Zimmerberg","2013","511","Anzahl",""
"0","Region Zimmerberg","2014","509","Anzahl",""
"0","Region Zimmerberg","2015","509","Anzahl",""
"0","Region Zimmerberg","2016","507","Anzahl",""
"0","Region Zürich","2010","357","Anzahl",""
"0","Region Zürich","2011","352","Anzahl",""
"0","Region Zürich","2012","358","Anzahl",""
"0","Region Zürich","2013","355","Anzahl",""
"0","Region Zürich","2014","351","Anzahl",""
"0","Region Zürich","2015","348","Anzahl",""
"0","Region Zürich","2016","344","Anzahl",""
"0","Zürich - ganzer Kanton","2010","489","Anzahl",""
"0","Zürich - ganzer Kanton","2011","488","Anzahl",""
"0","Zürich - ganzer Kanton","2012","490","Anzahl",""
"0","Zürich - ganzer Kanton","2013","491","Anzahl",""
"0","Zürich - ganzer Kanton","2014","489","Anzahl",""
"0","Zürich - ganzer Kanton","2015","489","Anzahl",""
"0","Zürich - ganzer Kanton","2016","488","Anzahl",""
