BFS_NR,GEBIET_NAME,INDIKATOR_JAHR,Anzahl_Unfaelle,AVG_Unfaelle_pro_Ort,Summe_aller_Unfaelle_pro_ort,Autos_pro_Jahr,AVG_Autos,EINHEIT_LANG
134,Hütten,2011,5.5,6.03,42.2,607,576.1,Anzahl
134,Hütten,2012,11.1,6.03,42.2,574,576.1,Anzahl
134,Hütten,2013,6.6,6.03,42.2,582,576.1,Anzahl
134,Hütten,2014,6.6,6.03,42.2,569,576.1,Anzahl
134,Hütten,2015,4.5,6.03,42.2,572,576.1,Anzahl
134,Hütten,2016,4.5,6.03,42.2,577,576.1,Anzahl
135,Kilchberg,2010,8.3,6.77,47.4,541,546.4,Anzahl
135,Kilchberg,2011,6.9,6.77,47.4,539,546.4,Anzahl
135,Kilchberg,2012,7.2,6.77,47.4,548,546.4,Anzahl
135,Kilchberg,2013,6.2,6.77,47.4,550,546.4,Anzahl
135,Kilchberg,2014,4.7,6.77,47.4,549,546.4,Anzahl
135,Kilchberg,2015,6.4,6.77,47.4,550,546.4,Anzahl
135,Kilchberg,2016,7.7,6.77,47.4,548,546.4,Anzahl
136,Langnau a.A.,2010,5.8,6,42,506,512.7,Anzahl
136,Langnau a.A.,2011,7.4,6,42,501,512.7,Anzahl
136,Langnau a.A.,2012,6.0,6,42,517,512.7,Anzahl
136,Langnau a.A.,2013,5.2,6,42,523,512.7,Anzahl
136,Langnau a.A.,2014,7.0,6,42,515,512.7,Anzahl
136,Langnau a.A.,2015,5.5,6,42,515,512.7,Anzahl
136,Langnau a.A.,2016,5.1,6,42,512,512.7,Anzahl
137,Oberrieden,2010,7.3,6.6,46.2,505,506.7,Anzahl
137,Oberrieden,2011,6.0,6.6,46.2,499,506.7,Anzahl
137,Oberrieden,2012,6.2,6.6,46.2,508,506.7,Anzahl
137,Oberrieden,2013,7.7,6.6,46.2,498,506.7,Anzahl
137,Oberrieden,2014,7.0,6.6,46.2,506,506.7,Anzahl
137,Oberrieden,2015,6.2,6.6,46.2,518,506.7,Anzahl
137,Oberrieden,2016,5.8,6.6,46.2,513,506.7,Anzahl
138,Richterswil,2010,5.8,6.54,45.8,504,516.6,Anzahl
138,Richterswil,2011,7.9,6.54,45.8,508,516.6,Anzahl
138,Richterswil,2012,6.5,6.54,45.8,516,516.6,Anzahl
138,Richterswil,2013,7.7,6.54,45.8,519,516.6,Anzahl
138,Richterswil,2014,6.5,6.54,45.8,516,516.6,Anzahl
138,Richterswil,2015,5.5,6.54,45.8,527,516.6,Anzahl
138,Richterswil,2016,5.9,6.54,45.8,526,516.6,Anzahl
139,Rüschlikon,2010,12.4,10.71,75,559,563.6,Anzahl
139,Rüschlikon,2011,11.0,10.71,75,573,563.6,Anzahl
139,Rüschlikon,2012,10.7,10.71,75,566,563.6,Anzahl
139,Rüschlikon,2013,9.0,10.71,75,564,563.6,Anzahl
139,Rüschlikon,2014,9.9,10.71,75,562,563.6,Anzahl
139,Rüschlikon,2015,11.5,10.71,75,565,563.6,Anzahl
139,Rüschlikon,2016,10.5,10.71,75,556,563.6,Anzahl
140,Schönenberg,2010,2.6,5.07,35.5,587,620.1,Anzahl
140,Schönenberg,2011,5.8,5.07,35.5,603,620.1,Anzahl
140,Schönenberg,2012,5.8,5.07,35.5,619,620.1,Anzahl
140,Schönenberg,2013,7.4,5.07,35.5,628,620.1,Anzahl
140,Schönenberg,2014,2.1,5.07,35.5,631,620.1,Anzahl
140,Schönenberg,2015,4.8,5.07,35.5,634,620.1,Anzahl
140,Schönenberg,2016,7.0,5.07,35.5,639,620.1,Anzahl
141,Thalwil,2010,6.4,5.89,41.2,493,488.7,Anzahl
141,Thalwil,2011,5.2,5.89,41.2,490,488.7,Anzahl
141,Thalwil,2012,6.0,5.89,41.2,496,488.7,Anzahl
141,Thalwil,2013,6.1,5.89,41.2,495,488.7,Anzahl
141,Thalwil,2014,6.3,5.89,41.2,486,488.7,Anzahl
141,Thalwil,2015,4.8,5.89,41.2,484,488.7,Anzahl
141,Thalwil,2016,6.4,5.89,41.2,477,488.7,Anzahl
142,Wädenswil,2010,9.9,10.03,70.2,480,492.7,Anzahl
142,Wädenswil,2011,11.4,10.03,70.2,486,492.7,Anzahl
142,Wädenswil,2012,10.9,10.03,70.2,492,492.7,Anzahl
142,Wädenswil,2013,9.9,10.03,70.2,498,492.7,Anzahl
142,Wädenswil,2014,11.0,10.03,70.2,500,492.7,Anzahl
142,Wädenswil,2015,8.9,10.03,70.2,499,492.7,Anzahl
142,Wädenswil,2016,8.2,10.03,70.2,494,492.7,Anzahl
151,Erlenbach,2010,5.5,5.83,40.8,585,588.7,Anzahl
151,Erlenbach,2011,5.7,5.83,40.8,577,588.7,Anzahl
151,Erlenbach,2012,6.2,5.83,40.8,592,588.7,Anzahl
151,Erlenbach,2013,5.1,5.83,40.8,583,588.7,Anzahl
151,Erlenbach,2014,6.4,5.83,40.8,595,588.7,Anzahl
151,Erlenbach,2015,5.7,5.83,40.8,595,588.7,Anzahl
151,Erlenbach,2016,6.2,5.83,40.8,594,588.7,Anzahl
152,Herrliberg,2010,5.6,4.99,34.9,587,596,Anzahl
152,Herrliberg,2011,4.4,4.99,34.9,586,596,Anzahl
152,Herrliberg,2012,6.9,4.99,34.9,599,596,Anzahl
152,Herrliberg,2013,3.9,4.99,34.9,598,596,Anzahl
152,Herrliberg,2014,4.5,4.99,34.9,599,596,Anzahl
152,Herrliberg,2015,4.0,4.99,34.9,601,596,Anzahl
152,Herrliberg,2016,5.6,4.99,34.9,602,596,Anzahl
153,Hombrechtikon,2010,6.1,5.39,37.7,548,557,Anzahl
153,Hombrechtikon,2011,5.1,5.39,37.7,546,557,Anzahl
153,Hombrechtikon,2012,5.7,5.39,37.7,553,557,Anzahl
153,Hombrechtikon,2013,5.7,5.39,37.7,554,557,Anzahl
153,Hombrechtikon,2014,5.9,5.39,37.7,565,557,Anzahl
153,Hombrechtikon,2015,4.1,5.39,37.7,560,557,Anzahl
153,Hombrechtikon,2016,5.1,5.39,37.7,573,557,Anzahl
154,Küsnacht,2010,6.9,7.5,52.5,565,550.7,Anzahl
154,Küsnacht,2011,7.4,7.5,52.5,562,550.7,Anzahl
154,Küsnacht,2012,9.3,7.5,52.5,572,550.7,Anzahl
154,Küsnacht,2013,7.4,7.5,52.5,570,550.7,Anzahl
154,Küsnacht,2014,6.7,7.5,52.5,532,550.7,Anzahl
154,Küsnacht,2015,8.9,7.5,52.5,525,550.7,Anzahl
154,Küsnacht,2016,5.9,7.5,52.5,529,550.7,Anzahl
155,Männedorf,2010,3.7,4,28,485,485.9,Anzahl
155,Männedorf,2011,5.5,4,28,478,485.9,Anzahl
155,Männedorf,2012,5.1,4,28,482,485.9,Anzahl
155,Männedorf,2013,4.2,4,28,487,485.9,Anzahl
155,Männedorf,2014,3.5,4,28,488,485.9,Anzahl
155,Männedorf,2015,2.7,4,28,487,485.9,Anzahl
155,Männedorf,2016,3.3,4,28,494,485.9,Anzahl
156,Meilen,2010,6.1,6.47,45.3,550,546.6,Anzahl
156,Meilen,2011,7.7,6.47,45.3,545,546.6,Anzahl
156,Meilen,2012,8.3,6.47,45.3,546,546.6,Anzahl
156,Meilen,2013,6.7,6.47,45.3,551,546.6,Anzahl
156,Meilen,2014,6.4,6.47,45.3,545,546.6,Anzahl
156,Meilen,2015,5.8,6.47,45.3,549,546.6,Anzahl
156,Meilen,2016,4.3,6.47,45.3,540,546.6,Anzahl
157,Oetwil a.S.,2010,6.6,7.34,51.4,575,587.4,Anzahl
157,Oetwil a.S.,2011,7.8,7.34,51.4,585,587.4,Anzahl
157,Oetwil a.S.,2012,9.5,7.34,51.4,590,587.4,Anzahl
157,Oetwil a.S.,2013,2.4,7.34,51.4,589,587.4,Anzahl
157,Oetwil a.S.,2014,8.5,7.34,51.4,590,587.4,Anzahl
157,Oetwil a.S.,2015,9.4,7.34,51.4,588,587.4,Anzahl
157,Oetwil a.S.,2016,7.2,7.34,51.4,595,587.4,Anzahl
158,Stäfa,2010,5.0,4.86,34,518,522.9,Anzahl
158,Stäfa,2011,5.6,4.86,34,516,522.9,Anzahl
158,Stäfa,2012,5.2,4.86,34,525,522.9,Anzahl
158,Stäfa,2013,4.1,4.86,34,527,522.9,Anzahl
158,Stäfa,2014,4.9,4.86,34,519,522.9,Anzahl
158,Stäfa,2015,4.4,4.86,34,529,522.9,Anzahl
158,Stäfa,2016,4.8,4.86,34,526,522.9,Anzahl
159,Uetikon a.S.,2010,3.3,3.19,22.3,512,532.4,Anzahl
159,Uetikon a.S.,2011,2.6,3.19,22.3,519,532.4,Anzahl
159,Uetikon a.S.,2012,4.6,3.19,22.3,535,532.4,Anzahl
159,Uetikon a.S.,2013,2.7,3.19,22.3,536,532.4,Anzahl
159,Uetikon a.S.,2014,2.9,3.19,22.3,545,532.4,Anzahl
159,Uetikon a.S.,2015,2.7,3.19,22.3,540,532.4,Anzahl
159,Uetikon a.S.,2016,3.5,3.19,22.3,540,532.4,Anzahl
160,Zumikon,2010,5.9,4.97,34.8,578,572.6,Anzahl
160,Zumikon,2011,4.7,4.97,34.8,579,572.6,Anzahl
160,Zumikon,2012,3.9,4.97,34.8,579,572.6,Anzahl
160,Zumikon,2013,6.0,4.97,34.8,575,572.6,Anzahl
160,Zumikon,2014,3.3,4.97,34.8,570,572.6,Anzahl
160,Zumikon,2015,4.8,4.97,34.8,570,572.6,Anzahl
160,Zumikon,2016,6.2,4.97,34.8,557,572.6,Anzahl
161,Zollikon,2010,6.3,6.56,45.9,539,535.7,Anzahl
161,Zollikon,2011,6.8,6.56,45.9,536,535.7,Anzahl
161,Zollikon,2012,7.0,6.56,45.9,542,535.7,Anzahl
161,Zollikon,2013,8.4,6.56,45.9,544,535.7,Anzahl
161,Zollikon,2014,5.3,6.56,45.9,538,535.7,Anzahl
161,Zollikon,2015,5.7,6.56,45.9,530,535.7,Anzahl
161,Zollikon,2016,6.4,6.56,45.9,521,535.7,Anzahl
171,Bauma (bis 2014),2010,6.7,7.22,36.1,563,583.2,Anzahl
171,Bauma (bis 2014),2011,5.2,7.22,36.1,572,583.2,Anzahl
171,Bauma (bis 2014),2012,7.1,7.22,36.1,586,583.2,Anzahl
171,Bauma (bis 2014),2013,8.4,7.22,36.1,592,583.2,Anzahl
171,Bauma (bis 2014),2014,8.7,7.22,36.1,603,583.2,Anzahl
172,Fehraltorf,2010,7.1,6.29,44,572,581.6,Anzahl
172,Fehraltorf,2011,5.9,6.29,44,562,581.6,Anzahl
172,Fehraltorf,2012,5.0,6.29,44,595,581.6,Anzahl
172,Fehraltorf,2013,8.5,6.29,44,587,581.6,Anzahl
172,Fehraltorf,2014,4.6,6.29,44,582,581.6,Anzahl
172,Fehraltorf,2015,6.4,6.29,44,585,581.6,Anzahl
172,Fehraltorf,2016,6.5,6.29,44,588,581.6,Anzahl
173,Hittnau,2010,7.8,5.66,39.6,579,608.4,Anzahl
173,Hittnau,2011,4.6,5.66,39.6,592,608.4,Anzahl
173,Hittnau,2012,6.8,5.66,39.6,608,608.4,Anzahl
173,Hittnau,2013,7.9,5.66,39.6,620,608.4,Anzahl
173,Hittnau,2014,4.4,5.66,39.6,622,608.4,Anzahl
173,Hittnau,2015,3.6,5.66,39.6,619,608.4,Anzahl
173,Hittnau,2016,4.5,5.66,39.6,619,608.4,Anzahl
174,Illnau-Effretikon,2010,11.6,9.07,54.4,501,506,Anzahl
174,Illnau-Effretikon,2011,7.5,9.07,54.4,505,506,Anzahl
174,Illnau-Effretikon,2012,10.5,9.07,54.4,512,506,Anzahl
174,Illnau-Effretikon,2013,8.2,9.07,54.4,509,506,Anzahl
174,Illnau-Effretikon,2014,8.3,9.07,54.4,505,506,Anzahl
174,Illnau-Effretikon,2015,8.3,9.07,54.4,504,506,Anzahl
175,Kyburg,2010,21.5,13.32,79.9,587,557,Anzahl
175,Kyburg,2011,11.7,13.32,79.9,597,557,Anzahl
175,Kyburg,2012,24.6,13.32,79.9,581,557,Anzahl
175,Kyburg,2013,12.3,13.32,79.9,594,557,Anzahl
175,Kyburg,2014,4.9,13.32,79.9,484,557,Anzahl
175,Kyburg,2015,4.9,13.32,79.9,499,557,Anzahl
176,Lindau,2010,25.2,21.06,147.4,578,597.6,Anzahl
176,Lindau,2011,18.1,21.06,147.4,580,597.6,Anzahl
176,Lindau,2012,21.9,21.06,147.4,599,597.6,Anzahl
176,Lindau,2013,23.4,21.06,147.4,602,597.6,Anzahl
176,Lindau,2014,20.4,21.06,147.4,602,597.6,Anzahl
176,Lindau,2015,18.8,21.06,147.4,610,597.6,Anzahl
176,Lindau,2016,19.6,21.06,147.4,612,597.6,Anzahl
177,Pfäffikon,2010,7.1,8.19,57.3,522,532.9,Anzahl
177,Pfäffikon,2011,9.5,8.19,57.3,523,532.9,Anzahl
177,Pfäffikon,2012,7.7,8.19,57.3,534,532.9,Anzahl
177,Pfäffikon,2013,7.4,8.19,57.3,535,532.9,Anzahl
177,Pfäffikon,2014,9.0,8.19,57.3,535,532.9,Anzahl
177,Pfäffikon,2015,8.8,8.19,57.3,539,532.9,Anzahl
177,Pfäffikon,2016,7.8,8.19,57.3,542,532.9,Anzahl
178,Russikon,2010,4.9,3.89,27.2,626,621.1,Anzahl
178,Russikon,2011,6.3,3.89,27.2,621,621.1,Anzahl
178,Russikon,2012,3.1,3.89,27.2,619,621.1,Anzahl
178,Russikon,2013,2.4,3.89,27.2,621,621.1,Anzahl
178,Russikon,2014,3.3,3.89,27.2,613,621.1,Anzahl
178,Russikon,2015,3.7,3.89,27.2,627,621.1,Anzahl
178,Russikon,2016,3.5,3.89,27.2,621,621.1,Anzahl
179,Sternenberg (bis 2014),2010,5.5,7.36,36.8,607,615.2,Anzahl
179,Sternenberg (bis 2014),2011,5.7,7.36,36.8,575,615.2,Anzahl
179,Sternenberg (bis 2014),2012,17.1,7.36,36.8,604,615.2,Anzahl
179,Sternenberg (bis 2014),2013,2.8,7.36,36.8,610,615.2,Anzahl
179,Sternenberg (bis 2014),2014,5.7,7.36,36.8,680,615.2,Anzahl
180,Weisslingen,2010,7.1,6.06,42.4,604,607.3,Anzahl
180,Weisslingen,2011,5.9,6.06,42.4,590,607.3,Anzahl
180,Weisslingen,2012,6.3,6.06,42.4,608,607.3,Anzahl
180,Weisslingen,2013,5.3,6.06,42.4,614,607.3,Anzahl
180,Weisslingen,2014,4.9,6.06,42.4,604,607.3,Anzahl
180,Weisslingen,2015,8.0,6.06,42.4,609,607.3,Anzahl
180,Weisslingen,2016,4.9,6.06,42.4,622,607.3,Anzahl
181,Wila,2010,7.2,6.76,47.3,640,689.9,Anzahl
181,Wila,2011,8.4,6.76,47.3,648,689.9,Anzahl
181,Wila,2012,6.2,6.76,47.3,687,689.9,Anzahl
181,Wila,2013,6.3,6.76,47.3,670,689.9,Anzahl
181,Wila,2014,7.3,6.76,47.3,731,689.9,Anzahl
181,Wila,2015,6.7,6.76,47.3,732,689.9,Anzahl
181,Wila,2016,5.2,6.76,47.3,721,689.9,Anzahl
182,Wildberg,2010,9.3,6.36,44.5,545,524.3,Anzahl
182,Wildberg,2011,6.1,6.36,44.5,531,524.3,Anzahl
182,Wildberg,2012,8.0,6.36,44.5,534,524.3,Anzahl
182,Wildberg,2013,2.0,6.36,44.5,520,524.3,Anzahl
182,Wildberg,2014,7.1,6.36,44.5,510,524.3,Anzahl
182,Wildberg,2015,8.9,6.36,44.5,494,524.3,Anzahl
182,Wildberg,2016,3.1,6.36,44.5,536,524.3,Anzahl
191,Dübendorf,2010,9.4,8.83,61.8,530,526.4,Anzahl
191,Dübendorf,2011,9.8,8.83,61.8,524,526.4,Anzahl
191,Dübendorf,2012,9.2,8.83,61.8,531,526.4,Anzahl
191,Dübendorf,2013,7.9,8.83,61.8,535,526.4,Anzahl
191,Dübendorf,2014,7.2,8.83,61.8,525,526.4,Anzahl
191,Dübendorf,2015,8.9,8.83,61.8,522,526.4,Anzahl
191,Dübendorf,2016,9.4,8.83,61.8,518,526.4,Anzahl
192,Egg,2010,8.0,8.41,58.9,557,567.1,Anzahl
192,Egg,2011,7.5,8.41,58.9,563,567.1,Anzahl
192,Egg,2012,8.9,8.41,58.9,565,567.1,Anzahl
192,Egg,2013,6.4,8.41,58.9,565,567.1,Anzahl
192,Egg,2014,9.2,8.41,58.9,568,567.1,Anzahl
192,Egg,2015,9.8,8.41,58.9,570,567.1,Anzahl
192,Egg,2016,9.1,8.41,58.9,582,567.1,Anzahl
193,Fällanden,2010,5.9,5.94,41.6,557,549.9,Anzahl
193,Fällanden,2011,6.1,5.94,41.6,549,549.9,Anzahl
193,Fällanden,2012,5.1,5.94,41.6,546,549.9,Anzahl
193,Fällanden,2013,5.2,5.94,41.6,550,549.9,Anzahl
193,Fällanden,2014,6.0,5.94,41.6,547,549.9,Anzahl
193,Fällanden,2015,6.5,5.94,41.6,553,549.9,Anzahl
193,Fällanden,2016,6.8,5.94,41.6,547,549.9,Anzahl
194,Greifensee,2010,2.4,3.23,22.6,469,460.4,Anzahl
194,Greifensee,2011,2.5,3.23,22.6,461,460.4,Anzahl
194,Greifensee,2012,2.3,3.23,22.6,464,460.4,Anzahl
194,Greifensee,2013,4.9,3.23,22.6,465,460.4,Anzahl
194,Greifensee,2014,4.5,3.23,22.6,457,460.4,Anzahl
194,Greifensee,2015,3.0,3.23,22.6,457,460.4,Anzahl
194,Greifensee,2016,3.0,3.23,22.6,450,460.4,Anzahl
195,Maur,2010,10.1,6.93,48.5,593,615.4,Anzahl
195,Maur,2011,5.7,6.93,48.5,589,615.4,Anzahl
195,Maur,2012,6.5,6.93,48.5,596,615.4,Anzahl
195,Maur,2013,7.9,6.93,48.5,598,615.4,Anzahl
195,Maur,2014,6.0,6.93,48.5,640,615.4,Anzahl
195,Maur,2015,6.3,6.93,48.5,648,615.4,Anzahl
195,Maur,2016,6.0,6.93,48.5,644,615.4,Anzahl
196,Mönchaltorf,2010,4.3,5.43,38,567,566.9,Anzahl
196,Mönchaltorf,2011,7.0,5.43,38,567,566.9,Anzahl
196,Mönchaltorf,2012,4.9,5.43,38,579,566.9,Anzahl
196,Mönchaltorf,2013,3.5,5.43,38,573,566.9,Anzahl
196,Mönchaltorf,2014,4.7,5.43,38,570,566.9,Anzahl
196,Mönchaltorf,2015,6.3,5.43,38,557,566.9,Anzahl
196,Mönchaltorf,2016,7.3,5.43,38,555,566.9,Anzahl
197,Schwerzenbach,2010,7.2,5.23,36.6,521,524.7,Anzahl
197,Schwerzenbach,2011,5.7,5.23,36.6,533,524.7,Anzahl
197,Schwerzenbach,2012,6.5,5.23,36.6,541,524.7,Anzahl
197,Schwerzenbach,2013,5.7,5.23,36.6,533,524.7,Anzahl
197,Schwerzenbach,2014,3.4,5.23,36.6,523,524.7,Anzahl
197,Schwerzenbach,2015,3.2,5.23,36.6,515,524.7,Anzahl
197,Schwerzenbach,2016,4.9,5.23,36.6,507,524.7,Anzahl
198,Uster,2010,8.8,8.21,57.5,480,477.7,Anzahl
198,Uster,2011,8.5,8.21,57.5,476,477.7,Anzahl
198,Uster,2012,7.8,8.21,57.5,480,477.7,Anzahl
198,Uster,2013,7.4,8.21,57.5,479,477.7,Anzahl
198,Uster,2014,7.8,8.21,57.5,476,477.7,Anzahl
198,Uster,2015,8.4,8.21,57.5,477,477.7,Anzahl
198,Uster,2016,8.8,8.21,57.5,476,477.7,Anzahl
199,Volketswil,2010,12.5,9.79,68.5,591,593,Anzahl
199,Volketswil,2011,10.8,9.79,68.5,585,593,Anzahl
199,Volketswil,2012,11.3,9.79,68.5,595,593,Anzahl
199,Volketswil,2013,9.6,9.79,68.5,600,593,Anzahl
199,Volketswil,2014,8.5,9.79,68.5,597,593,Anzahl
199,Volketswil,2015,7.2,9.79,68.5,591,593,Anzahl
199,Volketswil,2016,8.6,9.79,68.5,592,593,Anzahl
200,Wangen-Brüttisellen,2010,19.4,20.53,143.7,604,623.4,Anzahl
200,Wangen-Brüttisellen,2011,22.0,20.53,143.7,600,623.4,Anzahl
200,Wangen-Brüttisellen,2012,23.2,20.53,143.7,630,623.4,Anzahl
200,Wangen-Brüttisellen,2013,21.1,20.53,143.7,631,623.4,Anzahl
200,Wangen-Brüttisellen,2014,19.8,20.53,143.7,636,623.4,Anzahl
200,Wangen-Brüttisellen,2015,18.5,20.53,143.7,636,623.4,Anzahl
200,Wangen-Brüttisellen,2016,19.7,20.53,143.7,627,623.4,Anzahl
211,Altikon,2010,5.0,3.41,23.9,599,630,Anzahl
211,Altikon,2011,4.8,3.41,23.9,626,630,Anzahl
211,Altikon,2012,4.9,3.41,23.9,630,630,Anzahl
211,Altikon,2013,3.1,3.41,23.9,644,630,Anzahl
211,Altikon,2014,1.5,3.41,23.9,644,630,Anzahl
211,Altikon,2015,4.6,3.41,23.9,632,630,Anzahl
211,Altikon,2016,0.0,3.41,23.9,635,630,Anzahl
213,Brütten,2010,5.7,5.31,37.2,628,629.6,Anzahl
213,Brütten,2011,6.2,5.31,37.2,625,629.6,Anzahl
213,Brütten,2012,3.5,5.31,37.2,644,629.6,Anzahl
213,Brütten,2013,2.5,5.31,37.2,630,629.6,Anzahl
213,Brütten,2014,4.9,5.31,37.2,630,629.6,Anzahl
213,Brütten,2015,6.5,5.31,37.2,621,629.6,Anzahl
213,Brütten,2016,7.9,5.31,37.2,629,629.6,Anzahl
214,Dägerlen,2010,6.0,6.91,48.4,539,564.4,Anzahl
214,Dägerlen,2011,9.1,6.91,48.4,526,564.4,Anzahl
214,Dägerlen,2012,7.1,6.91,48.4,546,564.4,Anzahl
214,Dägerlen,2013,6.1,6.91,48.4,561,564.4,Anzahl
214,Dägerlen,2014,4.1,6.91,48.4,574,564.4,Anzahl
214,Dägerlen,2015,3.9,6.91,48.4,606,564.4,Anzahl
214,Dägerlen,2016,12.1,6.91,48.4,599,564.4,Anzahl
215,Dättlikon,2010,2.7,3.01,21.1,595,612,Anzahl
215,Dättlikon,2011,2.7,3.01,21.1,606,612,Anzahl
215,Dättlikon,2012,0.0,3.01,21.1,609,612,Anzahl
215,Dättlikon,2013,4.0,3.01,21.1,611,612,Anzahl
215,Dättlikon,2014,3.9,3.01,21.1,607,612,Anzahl
215,Dättlikon,2015,4.0,3.01,21.1,614,612,Anzahl
215,Dättlikon,2016,3.8,3.01,21.1,642,612,Anzahl
216,Dinhard,2010,3.6,3.01,21.1,583,597.1,Anzahl
216,Dinhard,2011,1.4,3.01,21.1,594,597.1,Anzahl
216,Dinhard,2012,2.8,3.01,21.1,592,597.1,Anzahl
216,Dinhard,2013,3.3,3.01,21.1,596,597.1,Anzahl
216,Dinhard,2014,4.7,3.01,21.1,587,597.1,Anzahl
216,Dinhard,2015,2.7,3.01,21.1,605,597.1,Anzahl
216,Dinhard,2016,2.6,3.01,21.1,623,597.1,Anzahl
217,Elgg,2010,6.6,6.59,46.1,543,540.6,Anzahl
217,Elgg,2011,7.7,6.59,46.1,552,540.6,Anzahl
217,Elgg,2012,6.7,6.59,46.1,547,540.6,Anzahl
217,Elgg,2013,8.5,6.59,46.1,554,540.6,Anzahl
217,Elgg,2014,3.9,6.59,46.1,532,540.6,Anzahl
217,Elgg,2015,5.5,6.59,46.1,528,540.6,Anzahl
217,Elgg,2016,7.2,6.59,46.1,528,540.6,Anzahl
218,Ellikon a.d.Th.,2010,4.5,4.63,32.4,662,674.3,Anzahl
218,Ellikon a.d.Th.,2011,4.5,4.63,32.4,656,674.3,Anzahl
218,Ellikon a.d.Th.,2012,4.4,4.63,32.4,686,674.3,Anzahl
218,Ellikon a.d.Th.,2013,5.5,4.63,32.4,681,674.3,Anzahl
218,Ellikon a.d.Th.,2014,5.5,4.63,32.4,690,674.3,Anzahl
218,Ellikon a.d.Th.,2015,2.3,4.63,32.4,677,674.3,Anzahl
218,Ellikon a.d.Th.,2016,5.7,4.63,32.4,668,674.3,Anzahl
219,Elsau,2010,7.5,5.43,38,551,554,Anzahl
219,Elsau,2011,6.0,5.43,38,548,554,Anzahl
219,Elsau,2012,6.9,5.43,38,554,554,Anzahl
219,Elsau,2013,3.2,5.43,38,564,554,Anzahl
219,Elsau,2014,3.8,5.43,38,554,554,Anzahl
219,Elsau,2015,5.5,5.43,38,551,554,Anzahl
219,Elsau,2016,5.1,5.43,38,556,554,Anzahl
220,Hagenbuch,2010,18.2,16.53,115.7,662,650.4,Anzahl
220,Hagenbuch,2011,22.0,16.53,115.7,686,650.4,Anzahl
220,Hagenbuch,2012,10.9,16.53,115.7,642,650.4,Anzahl
220,Hagenbuch,2013,12.9,16.53,115.7,636,650.4,Anzahl
220,Hagenbuch,2014,15.3,16.53,115.7,657,650.4,Anzahl
220,Hagenbuch,2015,16.3,16.53,115.7,638,650.4,Anzahl
220,Hagenbuch,2016,20.1,16.53,115.7,632,650.4,Anzahl
221,Hettlingen,2010,2.4,2.73,19.1,498,509.7,Anzahl
221,Hettlingen,2011,2.0,2.73,19.1,502,509.7,Anzahl
221,Hettlingen,2012,3.3,2.73,19.1,507,509.7,Anzahl
221,Hettlingen,2013,4.7,2.73,19.1,519,509.7,Anzahl
221,Hettlingen,2014,2.6,2.73,19.1,513,509.7,Anzahl
221,Hettlingen,2015,1.6,2.73,19.1,516,509.7,Anzahl
221,Hettlingen,2016,2.5,2.73,19.1,513,509.7,Anzahl
222,Hofstetten,2010,6.7,5.7,39.9,616,652.1,Anzahl
222,Hofstetten,2011,6.4,5.7,39.9,629,652.1,Anzahl
222,Hofstetten,2012,6.2,5.7,39.9,606,652.1,Anzahl
222,Hofstetten,2013,8.3,5.7,39.9,628,652.1,Anzahl
222,Hofstetten,2014,4.1,5.7,39.9,703,652.1,Anzahl
222,Hofstetten,2015,4.2,5.7,39.9,680,652.1,Anzahl
222,Hofstetten,2016,4.0,5.7,39.9,703,652.1,Anzahl
223,Neftenbach,2010,9.2,9.04,63.3,588,592.6,Anzahl
223,Neftenbach,2011,9.0,9.04,63.3,583,592.6,Anzahl
223,Neftenbach,2012,9.6,9.04,63.3,598,592.6,Anzahl
223,Neftenbach,2013,7.2,9.04,63.3,594,592.6,Anzahl
223,Neftenbach,2014,9.3,9.04,63.3,597,592.6,Anzahl
223,Neftenbach,2015,8.9,9.04,63.3,592,592.6,Anzahl
223,Neftenbach,2016,10.1,9.04,63.3,596,592.6,Anzahl
224,Pfungen,2010,6.4,6.57,46,596,583,Anzahl
224,Pfungen,2011,6.6,6.57,46,594,583,Anzahl
224,Pfungen,2012,7.4,6.57,46,588,583,Anzahl
224,Pfungen,2013,6.2,6.57,46,589,583,Anzahl
224,Pfungen,2014,6.6,6.57,46,575,583,Anzahl
224,Pfungen,2015,4.0,6.57,46,569,583,Anzahl
224,Pfungen,2016,8.8,6.57,46,570,583,Anzahl
225,Rickenbach,2010,4.4,3.47,24.3,551,538.7,Anzahl
225,Rickenbach,2011,2.0,3.47,24.3,541,538.7,Anzahl
225,Rickenbach,2012,5.1,3.47,24.3,552,538.7,Anzahl
225,Rickenbach,2013,3.2,3.47,24.3,550,538.7,Anzahl
225,Rickenbach,2014,2.7,3.47,24.3,524,538.7,Anzahl
225,Rickenbach,2015,3.5,3.47,24.3,527,538.7,Anzahl
225,Rickenbach,2016,3.4,3.47,24.3,526,538.7,Anzahl
226,Schlatt,2010,6.8,9.09,63.6,578,577.6,Anzahl
226,Schlatt,2011,9.5,9.09,63.6,576,577.6,Anzahl
226,Schlatt,2012,10.8,9.09,63.6,581,577.6,Anzahl
226,Schlatt,2013,5.5,9.09,63.6,579,577.6,Anzahl
226,Schlatt,2014,13.3,9.09,63.6,591,577.6,Anzahl
226,Schlatt,2015,10.9,9.09,63.6,564,577.6,Anzahl
226,Schlatt,2016,6.8,9.09,63.6,574,577.6,Anzahl
227,Seuzach,2010,20.1,13.17,92.2,588,593.3,Anzahl
