"BFS_NR","GEBIET_NAME","INDIKATOR_JAHR","INDIKATOR_VALUE","AVG_Unfaelle_pro_Ort","Summe_aller_Unfaelle_pro_ort","EINHEIT_KURZ"
"69","Wallisellen","2016","24.4","23.54","164.8","pro 1000 Einw."
"70","Wasterkingen","2010","1.8","1.79","12.5","pro 1000 Einw."
"70","Wasterkingen","2011","0.0","1.79","12.5","pro 1000 Einw."
"70","Wasterkingen","2012","3.7","1.79","12.5","pro 1000 Einw."
"70","Wasterkingen","2013","1.7","1.79","12.5","pro 1000 Einw."
"70","Wasterkingen","2014","5.3","1.79","12.5","pro 1000 Einw."
"70","Wasterkingen","2015","0.0","1.79","12.5","pro 1000 Einw."
"70","Wasterkingen","2016","0.0","1.79","12.5","pro 1000 Einw."
"71","Wil","2010","11.7","9.7","67.9","pro 1000 Einw."
"71","Wil","2011","6.2","9.7","67.9","pro 1000 Einw."
"71","Wil","2012","10.8","9.7","67.9","pro 1000 Einw."
"71","Wil","2013","8.4","9.7","67.9","pro 1000 Einw."
"71","Wil","2014","13.3","9.7","67.9","pro 1000 Einw."
"71","Wil","2015","11.6","9.7","67.9","pro 1000 Einw."
"71","Wil","2016","5.9","9.7","67.9","pro 1000 Einw."
"72","Winkel","2010","6.9","7.49","52.4","pro 1000 Einw."
"72","Winkel","2011","5.9","7.49","52.4","pro 1000 Einw."
"72","Winkel","2012","7.6","7.49","52.4","pro 1000 Einw."
"72","Winkel","2013","8.4","7.49","52.4","pro 1000 Einw."
"72","Winkel","2014","7.7","7.49","52.4","pro 1000 Einw."
"72","Winkel","2015","9.0","7.49","52.4","pro 1000 Einw."
"72","Winkel","2016","6.9","7.49","52.4","pro 1000 Einw."
"81","Bachs","2010","3.5","4.84","33.9","pro 1000 Einw."
"81","Bachs","2011","1.8","4.84","33.9","pro 1000 Einw."
"81","Bachs","2012","5.2","4.84","33.9","pro 1000 Einw."
"81","Bachs","2013","6.6","4.84","33.9","pro 1000 Einw."
"81","Bachs","2014","1.7","4.84","33.9","pro 1000 Einw."
"81","Bachs","2015","5.1","4.84","33.9","pro 1000 Einw."
"81","Bachs","2016","10.0","4.84","33.9","pro 1000 Einw."
"82","Boppelsen","2010","3.1","3.07","21.5","pro 1000 Einw."
"82","Boppelsen","2011","2.3","3.07","21.5","pro 1000 Einw."
"82","Boppelsen","2012","2.4","3.07","21.5","pro 1000 Einw."
"82","Boppelsen","2013","2.3","3.07","21.5","pro 1000 Einw."
"82","Boppelsen","2014","2.3","3.07","21.5","pro 1000 Einw."
"82","Boppelsen","2015","3.8","3.07","21.5","pro 1000 Einw."
"82","Boppelsen","2016","5.3","3.07","21.5","pro 1000 Einw."
"83","Buchs","2010","7.2","6.69","46.8","pro 1000 Einw."
"83","Buchs","2011","6.1","6.69","46.8","pro 1000 Einw."
"83","Buchs","2012","6.3","6.69","46.8","pro 1000 Einw."
"83","Buchs","2013","7.9","6.69","46.8","pro 1000 Einw."
"83","Buchs","2014","6.0","6.69","46.8","pro 1000 Einw."
"83","Buchs","2015","7.0","6.69","46.8","pro 1000 Einw."
"83","Buchs","2016","6.3","6.69","46.8","pro 1000 Einw."
"84","Dällikon","2010","5.8","6.24","43.7","pro 1000 Einw."
"84","Dällikon","2011","6.3","6.24","43.7","pro 1000 Einw."
"84","Dällikon","2012","7.3","6.24","43.7","pro 1000 Einw."
"84","Dällikon","2013","7.2","6.24","43.7","pro 1000 Einw."
"84","Dällikon","2014","5.4","6.24","43.7","pro 1000 Einw."
"84","Dällikon","2015","6.3","6.24","43.7","pro 1000 Einw."
"84","Dällikon","2016","5.4","6.24","43.7","pro 1000 Einw."
"85","Dänikon","2010","5.3","3","21","pro 1000 Einw."
"85","Dänikon","2011","4.2","3","21","pro 1000 Einw."
"85","Dänikon","2012","1.0","3","21","pro 1000 Einw."
"85","Dänikon","2013","2.1","3","21","pro 1000 Einw."
"85","Dänikon","2014","4.1","3","21","pro 1000 Einw."
"85","Dänikon","2015","1.1","3","21","pro 1000 Einw."
"85","Dänikon","2016","3.2","3","21","pro 1000 Einw."
"86","Dielsdorf","2010","12.8","12.3","86.1","pro 1000 Einw."
"86","Dielsdorf","2011","11.6","12.3","86.1","pro 1000 Einw."
"86","Dielsdorf","2012","11.1","12.3","86.1","pro 1000 Einw."
"86","Dielsdorf","2013","9.4","12.3","86.1","pro 1000 Einw."
"86","Dielsdorf","2014","15.1","12.3","86.1","pro 1000 Einw."
"86","Dielsdorf","2015","11.5","12.3","86.1","pro 1000 Einw."
"86","Dielsdorf","2016","14.6","12.3","86.1","pro 1000 Einw."
"87","Hüttikon","2010","1.5","4.54","31.8","pro 1000 Einw."
"87","Hüttikon","2011","4.5","4.54","31.8","pro 1000 Einw."
"87","Hüttikon","2012","6.0","4.54","31.8","pro 1000 Einw."
"87","Hüttikon","2013","7.4","4.54","31.8","pro 1000 Einw."
"87","Hüttikon","2014","5.7","4.54","31.8","pro 1000 Einw."
"87","Hüttikon","2015","3.4","4.54","31.8","pro 1000 Einw."
"87","Hüttikon","2016","3.3","4.54","31.8","pro 1000 Einw."
"88","Neerach","2010","10.4","6.86","48","pro 1000 Einw."
"88","Neerach","2011","4.0","6.86","48","pro 1000 Einw."
"88","Neerach","2012","7.3","6.86","48","pro 1000 Einw."
"88","Neerach","2013","6.0","6.86","48","pro 1000 Einw."
"88","Neerach","2014","7.0","6.86","48","pro 1000 Einw."
"88","Neerach","2015","4.9","6.86","48","pro 1000 Einw."
"88","Neerach","2016","8.4","6.86","48","pro 1000 Einw."
"89","Niederglatt","2010","4.2","3.94","27.6","pro 1000 Einw."
"89","Niederglatt","2011","4.2","3.94","27.6","pro 1000 Einw."
"89","Niederglatt","2012","4.2","3.94","27.6","pro 1000 Einw."
"89","Niederglatt","2013","3.9","3.94","27.6","pro 1000 Einw."
"89","Niederglatt","2014","2.8","3.94","27.6","pro 1000 Einw."
"89","Niederglatt","2015","3.6","3.94","27.6","pro 1000 Einw."
"89","Niederglatt","2016","4.7","3.94","27.6","pro 1000 Einw."
"90","Niederhasli","2010","8.0","6.27","43.9","pro 1000 Einw."
"90","Niederhasli","2011","5.2","6.27","43.9","pro 1000 Einw."
"90","Niederhasli","2012","6.5","6.27","43.9","pro 1000 Einw."
"90","Niederhasli","2013","5.2","6.27","43.9","pro 1000 Einw."
"90","Niederhasli","2014","5.3","6.27","43.9","pro 1000 Einw."
"90","Niederhasli","2015","6.2","6.27","43.9","pro 1000 Einw."
"90","Niederhasli","2016","7.5","6.27","43.9","pro 1000 Einw."
"91","Niederweningen","2010","4.4","3.17","22.2","pro 1000 Einw."
"91","Niederweningen","2011","1.8","3.17","22.2","pro 1000 Einw."
"91","Niederweningen","2012","4.4","3.17","22.2","pro 1000 Einw."
"91","Niederweningen","2013","2.9","3.17","22.2","pro 1000 Einw."
"91","Niederweningen","2014","2.8","3.17","22.2","pro 1000 Einw."
"91","Niederweningen","2015","2.1","3.17","22.2","pro 1000 Einw."
"91","Niederweningen","2016","3.8","3.17","22.2","pro 1000 Einw."
"92","Oberglatt","2010","6.8","6.69","46.8","pro 1000 Einw."
"92","Oberglatt","2011","4.5","6.69","46.8","pro 1000 Einw."
"92","Oberglatt","2012","5.6","6.69","46.8","pro 1000 Einw."
"92","Oberglatt","2013","7.3","6.69","46.8","pro 1000 Einw."
"92","Oberglatt","2014","7.8","6.69","46.8","pro 1000 Einw."
"92","Oberglatt","2015","6.9","6.69","46.8","pro 1000 Einw."
"92","Oberglatt","2016","7.9","6.69","46.8","pro 1000 Einw."
"93","Oberweningen","2010","1.1","1.86","13","pro 1000 Einw."
"93","Oberweningen","2011","1.7","1.86","13","pro 1000 Einw."
"93","Oberweningen","2012","2.9","1.86","13","pro 1000 Einw."
"93","Oberweningen","2013","1.1","1.86","13","pro 1000 Einw."
"93","Oberweningen","2014","2.2","1.86","13","pro 1000 Einw."
"93","Oberweningen","2015","0.6","1.86","13","pro 1000 Einw."
"93","Oberweningen","2016","3.4","1.86","13","pro 1000 Einw."
"94","Otelfingen","2010","12.2","9.89","69.2","pro 1000 Einw."
"94","Otelfingen","2011","11.9","9.89","69.2","pro 1000 Einw."
"94","Otelfingen","2012","9.5","9.89","69.2","pro 1000 Einw."
"94","Otelfingen","2013","8.1","9.89","69.2","pro 1000 Einw."
"94","Otelfingen","2014","7.5","9.89","69.2","pro 1000 Einw."
"94","Otelfingen","2015","10.4","9.89","69.2","pro 1000 Einw."
"94","Otelfingen","2016","9.6","9.89","69.2","pro 1000 Einw."
"95","Regensberg","2010","8.2","13.46","94.2","pro 1000 Einw."
"95","Regensberg","2011","6.0","13.46","94.2","pro 1000 Einw."
"95","Regensberg","2012","6.1","13.46","94.2","pro 1000 Einw."
"95","Regensberg","2013","14.4","13.46","94.2","pro 1000 Einw."
"95","Regensberg","2014","12.3","13.46","94.2","pro 1000 Einw."
"95","Regensberg","2015","34.4","13.46","94.2","pro 1000 Einw."
"95","Regensberg","2016","12.8","13.46","94.2","pro 1000 Einw."
"96","Regensdorf","2010","19.4","18.94","132.6","pro 1000 Einw."
"96","Regensdorf","2011","19.4","18.94","132.6","pro 1000 Einw."
"96","Regensdorf","2012","19.3","18.94","132.6","pro 1000 Einw."
"96","Regensdorf","2013","18.9","18.94","132.6","pro 1000 Einw."
"96","Regensdorf","2014","19.3","18.94","132.6","pro 1000 Einw."
"96","Regensdorf","2015","19.0","18.94","132.6","pro 1000 Einw."
"96","Regensdorf","2016","17.3","18.94","132.6","pro 1000 Einw."
"97","Rümlang","2010","22.5","20.51","143.6","pro 1000 Einw."
"97","Rümlang","2011","22.0","20.51","143.6","pro 1000 Einw."
"97","Rümlang","2012","17.7","20.51","143.6","pro 1000 Einw."
"97","Rümlang","2013","17.6","20.51","143.6","pro 1000 Einw."
"97","Rümlang","2014","24.1","20.51","143.6","pro 1000 Einw."
"97","Rümlang","2015","19.6","20.51","143.6","pro 1000 Einw."
"97","Rümlang","2016","20.1","20.51","143.6","pro 1000 Einw."
"98","Schleinikon","2010","2.8","3.57","25","pro 1000 Einw."
"98","Schleinikon","2011","4.2","3.57","25","pro 1000 Einw."
"98","Schleinikon","2012","1.4","3.57","25","pro 1000 Einw."
"98","Schleinikon","2013","4.2","3.57","25","pro 1000 Einw."
"98","Schleinikon","2014","4.1","3.57","25","pro 1000 Einw."
"98","Schleinikon","2015","4.2","3.57","25","pro 1000 Einw."
"98","Schleinikon","2016","4.1","3.57","25","pro 1000 Einw."
"99","Schöfflisdorf","2010","8.9","4.9","34.3","pro 1000 Einw."
"99","Schöfflisdorf","2011","4.4","4.9","34.3","pro 1000 Einw."
"99","Schöfflisdorf","2012","2.9","4.9","34.3","pro 1000 Einw."
"99","Schöfflisdorf","2013","6.6","4.9","34.3","pro 1000 Einw."
"99","Schöfflisdorf","2014","3.6","4.9","34.3","pro 1000 Einw."
"99","Schöfflisdorf","2015","5.0","4.9","34.3","pro 1000 Einw."
"99","Schöfflisdorf","2016","2.9","4.9","34.3","pro 1000 Einw."
"100","Stadel","2010","3.0","4.03","28.2","pro 1000 Einw."
"100","Stadel","2011","3.5","4.03","28.2","pro 1000 Einw."
"100","Stadel","2012","6.0","4.03","28.2","pro 1000 Einw."
"100","Stadel","2013","4.9","4.03","28.2","pro 1000 Einw."
"100","Stadel","2014","2.3","4.03","28.2","pro 1000 Einw."
"100","Stadel","2015","4.5","4.03","28.2","pro 1000 Einw."
"100","Stadel","2016","4.0","4.03","28.2","pro 1000 Einw."
"101","Steinmaur","2010","8.2","6.67","46.7","pro 1000 Einw."
"101","Steinmaur","2011","4.0","6.67","46.7","pro 1000 Einw."
"101","Steinmaur","2012","7.6","6.67","46.7","pro 1000 Einw."
"101","Steinmaur","2013","5.7","6.67","46.7","pro 1000 Einw."
"101","Steinmaur","2014","7.4","6.67","46.7","pro 1000 Einw."
"101","Steinmaur","2015","7.1","6.67","46.7","pro 1000 Einw."
"101","Steinmaur","2016","6.7","6.67","46.7","pro 1000 Einw."
"102","Weiach","2010","11.2","9.8","68.6","pro 1000 Einw."
"102","Weiach","2011","2.9","9.8","68.6","pro 1000 Einw."
"102","Weiach","2012","4.6","9.8","68.6","pro 1000 Einw."
"102","Weiach","2013","14.0","9.8","68.6","pro 1000 Einw."
"102","Weiach","2014","19.1","9.8","68.6","pro 1000 Einw."
"102","Weiach","2015","7.3","9.8","68.6","pro 1000 Einw."
"102","Weiach","2016","9.5","9.8","68.6","pro 1000 Einw."
"111","Bäretswil","2010","4.6","4.61","32.3","pro 1000 Einw."
"111","Bäretswil","2011","4.5","4.61","32.3","pro 1000 Einw."
"111","Bäretswil","2012","5.9","4.61","32.3","pro 1000 Einw."
"111","Bäretswil","2013","4.9","4.61","32.3","pro 1000 Einw."
"111","Bäretswil","2014","4.0","4.61","32.3","pro 1000 Einw."
"111","Bäretswil","2015","4.4","4.61","32.3","pro 1000 Einw."
"111","Bäretswil","2016","4.0","4.61","32.3","pro 1000 Einw."
"112","Bubikon","2010","6.1","5.83","40.8","pro 1000 Einw."
"112","Bubikon","2011","5.3","5.83","40.8","pro 1000 Einw."
"112","Bubikon","2012","5.8","5.83","40.8","pro 1000 Einw."
"112","Bubikon","2013","7.4","5.83","40.8","pro 1000 Einw."
"112","Bubikon","2014","5.4","5.83","40.8","pro 1000 Einw."
"112","Bubikon","2015","4.8","5.83","40.8","pro 1000 Einw."
"112","Bubikon","2016","6.0","5.83","40.8","pro 1000 Einw."
"113","Dürnten","2010","9.9","8.5","59.5","pro 1000 Einw."
"113","Dürnten","2011","8.5","8.5","59.5","pro 1000 Einw."
"113","Dürnten","2012","7.8","8.5","59.5","pro 1000 Einw."
"113","Dürnten","2013","8.1","8.5","59.5","pro 1000 Einw."
"113","Dürnten","2014","7.7","8.5","59.5","pro 1000 Einw."
"113","Dürnten","2015","9.5","8.5","59.5","pro 1000 Einw."
"113","Dürnten","2016","8.0","8.5","59.5","pro 1000 Einw."
"114","Fischenthal","2010","6.6","5.36","37.5","pro 1000 Einw."
"114","Fischenthal","2011","2.6","5.36","37.5","pro 1000 Einw."
"114","Fischenthal","2012","6.9","5.36","37.5","pro 1000 Einw."
"114","Fischenthal","2013","3.4","5.36","37.5","pro 1000 Einw."
"114","Fischenthal","2014","8.2","5.36","37.5","pro 1000 Einw."
"114","Fischenthal","2015","5.8","5.36","37.5","pro 1000 Einw."
"114","Fischenthal","2016","4.0","5.36","37.5","pro 1000 Einw."
"115","Gossau","2010","7.3","7.39","51.7","pro 1000 Einw."
"115","Gossau","2011","6.1","7.39","51.7","pro 1000 Einw."
"115","Gossau","2012","6.9","7.39","51.7","pro 1000 Einw."
"115","Gossau","2013","8.4","7.39","51.7","pro 1000 Einw."
"115","Gossau","2014","5.6","7.39","51.7","pro 1000 Einw."
"115","Gossau","2015","8.5","7.39","51.7","pro 1000 Einw."
"115","Gossau","2016","8.9","7.39","51.7","pro 1000 Einw."
"116","Grüningen","2010","6.6","6.83","47.8","pro 1000 Einw."
"116","Grüningen","2011","5.3","6.83","47.8","pro 1000 Einw."
"116","Grüningen","2012","7.8","6.83","47.8","pro 1000 Einw."
"116","Grüningen","2013","6.1","6.83","47.8","pro 1000 Einw."
"116","Grüningen","2014","8.0","6.83","47.8","pro 1000 Einw."
"116","Grüningen","2015","6.0","6.83","47.8","pro 1000 Einw."
"116","Grüningen","2016","8.0","6.83","47.8","pro 1000 Einw."
"117","Hinwil","2010","15.5","14.93","104.5","pro 1000 Einw."
"117","Hinwil","2011","15.2","14.93","104.5","pro 1000 Einw."
"117","Hinwil","2012","14.9","14.93","104.5","pro 1000 Einw."
"117","Hinwil","2013","14.7","14.93","104.5","pro 1000 Einw."
"117","Hinwil","2014","14.4","14.93","104.5","pro 1000 Einw."
"117","Hinwil","2015","16.4","14.93","104.5","pro 1000 Einw."
"117","Hinwil","2016","13.4","14.93","104.5","pro 1000 Einw."
"118","Rüti","2010","5.1","5.83","40.8","pro 1000 Einw."
"118","Rüti","2011","5.7","5.83","40.8","pro 1000 Einw."
"118","Rüti","2012","5.4","5.83","40.8","pro 1000 Einw."
"118","Rüti","2013","5.7","5.83","40.8","pro 1000 Einw."
"118","Rüti","2014","6.8","5.83","40.8","pro 1000 Einw."
"118","Rüti","2015","5.4","5.83","40.8","pro 1000 Einw."
"118","Rüti","2016","6.7","5.83","40.8","pro 1000 Einw."
"119","Seegräben","2010","14.7","18.76","131.3","pro 1000 Einw."
"119","Seegräben","2011","18.5","18.76","131.3","pro 1000 Einw."
"119","Seegräben","2012","16.1","18.76","131.3","pro 1000 Einw."
"119","Seegräben","2013","21.0","18.76","131.3","pro 1000 Einw."
"119","Seegräben","2014","15.7","18.76","131.3","pro 1000 Einw."
"119","Seegräben","2015","19.5","18.76","131.3","pro 1000 Einw."
"119","Seegräben","2016","25.8","18.76","131.3","pro 1000 Einw."
"120","Wald","2010","5.8","5.5","38.5","pro 1000 Einw."
"120","Wald","2011","5.7","5.5","38.5","pro 1000 Einw."
"120","Wald","2012","6.2","5.5","38.5","pro 1000 Einw."
"120","Wald","2013","5.2","5.5","38.5","pro 1000 Einw."
"120","Wald","2014","4.3","5.5","38.5","pro 1000 Einw."
"120","Wald","2015","5.6","5.5","38.5","pro 1000 Einw."
"120","Wald","2016","5.7","5.5","38.5","pro 1000 Einw."
"121","Wetzikon","2010","10.2","8.24","57.7","pro 1000 Einw."
"121","Wetzikon","2011","8.7","8.24","57.7","pro 1000 Einw."
"121","Wetzikon","2012","7.9","8.24","57.7","pro 1000 Einw."
"121","Wetzikon","2013","7.7","8.24","57.7","pro 1000 Einw."
"121","Wetzikon","2014","7.2","8.24","57.7","pro 1000 Einw."
"121","Wetzikon","2015","7.8","8.24","57.7","pro 1000 Einw."
"121","Wetzikon","2016","8.2","8.24","57.7","pro 1000 Einw."
"131","Adliswil","2010","6.2","6.06","42.4","pro 1000 Einw."
"131","Adliswil","2011","7.0","6.06","42.4","pro 1000 Einw."
"131","Adliswil","2012","5.8","6.06","42.4","pro 1000 Einw."
"131","Adliswil","2013","6.3","6.06","42.4","pro 1000 Einw."
"131","Adliswil","2014","5.7","6.06","42.4","pro 1000 Einw."
"131","Adliswil","2015","5.4","6.06","42.4","pro 1000 Einw."
"131","Adliswil","2016","6.0","6.06","42.4","pro 1000 Einw."
"132","Hirzel","2010","16.6","16.53","115.7","pro 1000 Einw."
"132","Hirzel","2011","10.9","16.53","115.7","pro 1000 Einw."
"132","Hirzel","2012","23.0","16.53","115.7","pro 1000 Einw."
"132","Hirzel","2013","16.8","16.53","115.7","pro 1000 Einw."
"132","Hirzel","2014","14.1","16.53","115.7","pro 1000 Einw."
"132","Hirzel","2015","16.8","16.53","115.7","pro 1000 Einw."
"132","Hirzel","2016","17.5","16.53","115.7","pro 1000 Einw."
"133","Horgen","2010","10.6","8.86","62","pro 1000 Einw."
"133","Horgen","2011","8.5","8.86","62","pro 1000 Einw."
"133","Horgen","2012","8.6","8.86","62","pro 1000 Einw."
"133","Horgen","2013","8.8","8.86","62","pro 1000 Einw."
"133","Horgen","2014","8.4","8.86","62","pro 1000 Einw."
"133","Horgen","2015","8.0","8.86","62","pro 1000 Einw."
"133","Horgen","2016","9.1","8.86","62","pro 1000 Einw."
"134","Hütten","2010","3.4","6.03","42.2","pro 1000 Einw."
"134","Hütten","2011","5.5","6.03","42.2","pro 1000 Einw."
"134","Hütten","2012","11.1","6.03","42.2","pro 1000 Einw."
"134","Hütten","2013","6.6","6.03","42.2","pro 1000 Einw."
"134","Hütten","2014","6.6","6.03","42.2","pro 1000 Einw."
"134","Hütten","2015","4.5","6.03","42.2","pro 1000 Einw."
"134","Hütten","2016","4.5","6.03","42.2","pro 1000 Einw."
"135","Kilchberg","2010","8.3","6.77","47.4","pro 1000 Einw."
"135","Kilchberg","2011","6.9","6.77","47.4","pro 1000 Einw."
"135","Kilchberg","2012","7.2","6.77","47.4","pro 1000 Einw."
"135","Kilchberg","2013","6.2","6.77","47.4","pro 1000 Einw."
"135","Kilchberg","2014","4.7","6.77","47.4","pro 1000 Einw."
"135","Kilchberg","2015","6.4","6.77","47.4","pro 1000 Einw."
"135","Kilchberg","2016","7.7","6.77","47.4","pro 1000 Einw."
"136","Langnau a.A.","2010","5.8","6","42","pro 1000 Einw."
"136","Langnau a.A.","2011","7.4","6","42","pro 1000 Einw."
"136","Langnau a.A.","2012","6.0","6","42","pro 1000 Einw."
"136","Langnau a.A.","2013","5.2","6","42","pro 1000 Einw."
"136","Langnau a.A.","2014","7.0","6","42","pro 1000 Einw."
"136","Langnau a.A.","2015","5.5","6","42","pro 1000 Einw."
"136","Langnau a.A.","2016","5.1","6","42","pro 1000 Einw."
"137","Oberrieden","2010","7.3","6.6","46.2","pro 1000 Einw."
"137","Oberrieden","2011","6.0","6.6","46.2","pro 1000 Einw."
"137","Oberrieden","2012","6.2","6.6","46.2","pro 1000 Einw."
"137","Oberrieden","2013","7.7","6.6","46.2","pro 1000 Einw."
"137","Oberrieden","2014","7.0","6.6","46.2","pro 1000 Einw."
"137","Oberrieden","2015","6.2","6.6","46.2","pro 1000 Einw."
"137","Oberrieden","2016","5.8","6.6","46.2","pro 1000 Einw."
"138","Richterswil","2010","5.8","6.54","45.8","pro 1000 Einw."
"138","Richterswil","2011","7.9","6.54","45.8","pro 1000 Einw."
"138","Richterswil","2012","6.5","6.54","45.8","pro 1000 Einw."
"138","Richterswil","2013","7.7","6.54","45.8","pro 1000 Einw."
"138","Richterswil","2014","6.5","6.54","45.8","pro 1000 Einw."
"138","Richterswil","2015","5.5","6.54","45.8","pro 1000 Einw."
"138","Richterswil","2016","5.9","6.54","45.8","pro 1000 Einw."
"139","Rüschlikon","2010","12.4","10.71","75","pro 1000 Einw."
"139","Rüschlikon","2011","11.0","10.71","75","pro 1000 Einw."
"139","Rüschlikon","2012","10.7","10.71","75","pro 1000 Einw."
"139","Rüschlikon","2013","9.0","10.71","75","pro 1000 Einw."
"139","Rüschlikon","2014","9.9","10.71","75","pro 1000 Einw."
"139","Rüschlikon","2015","11.5","10.71","75","pro 1000 Einw."
"139","Rüschlikon","2016","10.5","10.71","75","pro 1000 Einw."
"140","Schönenberg","2010","2.6","5.07","35.5","pro 1000 Einw."
"140","Schönenberg","2011","5.8","5.07","35.5","pro 1000 Einw."
"140","Schönenberg","2012","5.8","5.07","35.5","pro 1000 Einw."
"140","Schönenberg","2013","7.4","5.07","35.5","pro 1000 Einw."
"140","Schönenberg","2014","2.1","5.07","35.5","pro 1000 Einw."
"140","Schönenberg","2015","4.8","5.07","35.5","pro 1000 Einw."
"140","Schönenberg","2016","7.0","5.07","35.5","pro 1000 Einw."
"141","Thalwil","2010","6.4","5.89","41.2","pro 1000 Einw."
"141","Thalwil","2011","5.2","5.89","41.2","pro 1000 Einw."
"141","Thalwil","2012","6.0","5.89","41.2","pro 1000 Einw."
"141","Thalwil","2013","6.1","5.89","41.2","pro 1000 Einw."
"141","Thalwil","2014","6.3","5.89","41.2","pro 1000 Einw."
"141","Thalwil","2015","4.8","5.89","41.2","pro 1000 Einw."
"141","Thalwil","2016","6.4","5.89","41.2","pro 1000 Einw."
"142","Wädenswil","2010","9.9","10.03","70.2","pro 1000 Einw."
"142","Wädenswil","2011","11.4","10.03","70.2","pro 1000 Einw."
"142","Wädenswil","2012","10.9","10.03","70.2","pro 1000 Einw."
"142","Wädenswil","2013","9.9","10.03","70.2","pro 1000 Einw."
"142","Wädenswil","2014","11.0","10.03","70.2","pro 1000 Einw."
"142","Wädenswil","2015","8.9","10.03","70.2","pro 1000 Einw."
"142","Wädenswil","2016","8.2","10.03","70.2","pro 1000 Einw."
"151","Erlenbach","2010","5.5","5.83","40.8","pro 1000 Einw."
"151","Erlenbach","2011","5.7","5.83","40.8","pro 1000 Einw."
"151","Erlenbach","2012","6.2","5.83","40.8","pro 1000 Einw."
"151","Erlenbach","2013","5.1","5.83","40.8","pro 1000 Einw."
"151","Erlenbach","2014","6.4","5.83","40.8","pro 1000 Einw."
"151","Erlenbach","2015","5.7","5.83","40.8","pro 1000 Einw."
"151","Erlenbach","2016","6.2","5.83","40.8","pro 1000 Einw."
"152","Herrliberg","2010","5.6","4.99","34.9","pro 1000 Einw."
"152","Herrliberg","2011","4.4","4.99","34.9","pro 1000 Einw."
"152","Herrliberg","2012","6.9","4.99","34.9","pro 1000 Einw."
"152","Herrliberg","2013","3.9","4.99","34.9","pro 1000 Einw."
"152","Herrliberg","2014","4.5","4.99","34.9","pro 1000 Einw."
"152","Herrliberg","2015","4.0","4.99","34.9","pro 1000 Einw."
"152","Herrliberg","2016","5.6","4.99","34.9","pro 1000 Einw."
"153","Hombrechtikon","2010","6.1","5.39","37.7","pro 1000 Einw."
"153","Hombrechtikon","2011","5.1","5.39","37.7","pro 1000 Einw."
"153","Hombrechtikon","2012","5.7","5.39","37.7","pro 1000 Einw."
"153","Hombrechtikon","2013","5.7","5.39","37.7","pro 1000 Einw."
"153","Hombrechtikon","2014","5.9","5.39","37.7","pro 1000 Einw."
"153","Hombrechtikon","2015","4.1","5.39","37.7","pro 1000 Einw."
"153","Hombrechtikon","2016","5.1","5.39","37.7","pro 1000 Einw."
"154","Küsnacht","2010","6.9","7.5","52.5","pro 1000 Einw."
"154","Küsnacht","2011","7.4","7.5","52.5","pro 1000 Einw."
"154","Küsnacht","2012","9.3","7.5","52.5","pro 1000 Einw."
"154","Küsnacht","2013","7.4","7.5","52.5","pro 1000 Einw."
"154","Küsnacht","2014","6.7","7.5","52.5","pro 1000 Einw."
"154","Küsnacht","2015","8.9","7.5","52.5","pro 1000 Einw."
"154","Küsnacht","2016","5.9","7.5","52.5","pro 1000 Einw."
"155","Männedorf","2010","3.7","4","28","pro 1000 Einw."
"155","Männedorf","2011","5.5","4","28","pro 1000 Einw."
"155","Männedorf","2012","5.1","4","28","pro 1000 Einw."
"155","Männedorf","2013","4.2","4","28","pro 1000 Einw."
"155","Männedorf","2014","3.5","4","28","pro 1000 Einw."
"155","Männedorf","2015","2.7","4","28","pro 1000 Einw."
"155","Männedorf","2016","3.3","4","28","pro 1000 Einw."
"156","Meilen","2010","6.1","6.47","45.3","pro 1000 Einw."
"156","Meilen","2011","7.7","6.47","45.3","pro 1000 Einw."
"156","Meilen","2012","8.3","6.47","45.3","pro 1000 Einw."
"156","Meilen","2013","6.7","6.47","45.3","pro 1000 Einw."
"156","Meilen","2014","6.4","6.47","45.3","pro 1000 Einw."
"156","Meilen","2015","5.8","6.47","45.3","pro 1000 Einw."
"156","Meilen","2016","4.3","6.47","45.3","pro 1000 Einw."
"157","Oetwil a.S.","2010","6.6","7.34","51.4","pro 1000 Einw."
"157","Oetwil a.S.","2011","7.8","7.34","51.4","pro 1000 Einw."
"157","Oetwil a.S.","2012","9.5","7.34","51.4","pro 1000 Einw."
"157","Oetwil a.S.","2013","2.4","7.34","51.4","pro 1000 Einw."
"157","Oetwil a.S.","2014","8.5","7.34","51.4","pro 1000 Einw."
"157","Oetwil a.S.","2015","9.4","7.34","51.4","pro 1000 Einw."
"157","Oetwil a.S.","2016","7.2","7.34","51.4","pro 1000 Einw."
"158","Stäfa","2010","5.0","4.86","34","pro 1000 Einw."
"158","Stäfa","2011","5.6","4.86","34","pro 1000 Einw."
"158","Stäfa","2012","5.2","4.86","34","pro 1000 Einw."
"158","Stäfa","2013","4.1","4.86","34","pro 1000 Einw."
"158","Stäfa","2014","4.9","4.86","34","pro 1000 Einw."
"158","Stäfa","2015","4.4","4.86","34","pro 1000 Einw."
"158","Stäfa","2016","4.8","4.86","34","pro 1000 Einw."
"159","Uetikon a.S.","2010","3.3","3.19","22.3","pro 1000 Einw."
"159","Uetikon a.S.","2011","2.6","3.19","22.3","pro 1000 Einw."
"159","Uetikon a.S.","2012","4.6","3.19","22.3","pro 1000 Einw."
