"BFS_NR","GEBIET_NAME","INDIKATOR_JAHR","INDIKATOR_VALUE","AVG_Unfaelle_pro_Ort","Summe_aller_Unfaelle_pro_ort","EINHEIT_KURZ"
"159","Uetikon a.S.","2013","2.7","3.19","22.3","pro 1000 Einw."
"159","Uetikon a.S.","2014","2.9","3.19","22.3","pro 1000 Einw."
"159","Uetikon a.S.","2015","2.7","3.19","22.3","pro 1000 Einw."
"159","Uetikon a.S.","2016","3.5","3.19","22.3","pro 1000 Einw."
"160","Zumikon","2010","5.9","4.97","34.8","pro 1000 Einw."
"160","Zumikon","2011","4.7","4.97","34.8","pro 1000 Einw."
"160","Zumikon","2012","3.9","4.97","34.8","pro 1000 Einw."
"160","Zumikon","2013","6.0","4.97","34.8","pro 1000 Einw."
"160","Zumikon","2014","3.3","4.97","34.8","pro 1000 Einw."
"160","Zumikon","2015","4.8","4.97","34.8","pro 1000 Einw."
"160","Zumikon","2016","6.2","4.97","34.8","pro 1000 Einw."
"161","Zollikon","2010","6.3","6.56","45.9","pro 1000 Einw."
"161","Zollikon","2011","6.8","6.56","45.9","pro 1000 Einw."
"161","Zollikon","2012","7.0","6.56","45.9","pro 1000 Einw."
"161","Zollikon","2013","8.4","6.56","45.9","pro 1000 Einw."
"161","Zollikon","2014","5.3","6.56","45.9","pro 1000 Einw."
"161","Zollikon","2015","5.7","6.56","45.9","pro 1000 Einw."
"161","Zollikon","2016","6.4","6.56","45.9","pro 1000 Einw."
"171","Bauma (bis 2014)","2010","6.7","7.22","36.1","pro 1000 Einw."
"171","Bauma (bis 2014)","2011","5.2","7.22","36.1","pro 1000 Einw."
"171","Bauma (bis 2014)","2012","7.1","7.22","36.1","pro 1000 Einw."
"171","Bauma (bis 2014)","2013","8.4","7.22","36.1","pro 1000 Einw."
"171","Bauma (bis 2014)","2014","8.7","7.22","36.1","pro 1000 Einw."
"172","Fehraltorf","2010","7.1","6.29","44","pro 1000 Einw."
"172","Fehraltorf","2011","5.9","6.29","44","pro 1000 Einw."
"172","Fehraltorf","2012","5.0","6.29","44","pro 1000 Einw."
"172","Fehraltorf","2013","8.5","6.29","44","pro 1000 Einw."
"172","Fehraltorf","2014","4.6","6.29","44","pro 1000 Einw."
"172","Fehraltorf","2015","6.4","6.29","44","pro 1000 Einw."
"172","Fehraltorf","2016","6.5","6.29","44","pro 1000 Einw."
"173","Hittnau","2010","7.8","5.66","39.6","pro 1000 Einw."
"173","Hittnau","2011","4.6","5.66","39.6","pro 1000 Einw."
"173","Hittnau","2012","6.8","5.66","39.6","pro 1000 Einw."
"173","Hittnau","2013","7.9","5.66","39.6","pro 1000 Einw."
"173","Hittnau","2014","4.4","5.66","39.6","pro 1000 Einw."
"173","Hittnau","2015","3.6","5.66","39.6","pro 1000 Einw."
"173","Hittnau","2016","4.5","5.66","39.6","pro 1000 Einw."
"174","Illnau-Effretikon (bis 2015)","2010","11.6","9.07","54.4","pro 1000 Einw."
"174","Illnau-Effretikon (bis 2015)","2011","7.5","9.07","54.4","pro 1000 Einw."
"174","Illnau-Effretikon (bis 2015)","2012","10.5","9.07","54.4","pro 1000 Einw."
"174","Illnau-Effretikon (bis 2015)","2013","8.2","9.07","54.4","pro 1000 Einw."
"174","Illnau-Effretikon (bis 2015)","2014","8.3","9.07","54.4","pro 1000 Einw."
"174","Illnau-Effretikon (bis 2015)","2015","8.3","9.07","54.4","pro 1000 Einw."
"175","Kyburg (bis 2015)","2010","21.5","13.32","79.9","pro 1000 Einw."
"175","Kyburg (bis 2015)","2011","11.7","13.32","79.9","pro 1000 Einw."
"175","Kyburg (bis 2015)","2012","24.6","13.32","79.9","pro 1000 Einw."
"175","Kyburg (bis 2015)","2013","12.3","13.32","79.9","pro 1000 Einw."
"175","Kyburg (bis 2015)","2014","4.9","13.32","79.9","pro 1000 Einw."
"175","Kyburg (bis 2015)","2015","4.9","13.32","79.9","pro 1000 Einw."
"176","Lindau","2010","25.2","21.06","147.4","pro 1000 Einw."
"176","Lindau","2011","18.1","21.06","147.4","pro 1000 Einw."
"176","Lindau","2012","21.9","21.06","147.4","pro 1000 Einw."
"176","Lindau","2013","23.4","21.06","147.4","pro 1000 Einw."
"176","Lindau","2014","20.4","21.06","147.4","pro 1000 Einw."
"176","Lindau","2015","18.8","21.06","147.4","pro 1000 Einw."
"176","Lindau","2016","19.6","21.06","147.4","pro 1000 Einw."
"177","Pfäffikon","2010","7.1","8.19","57.3","pro 1000 Einw."
"177","Pfäffikon","2011","9.5","8.19","57.3","pro 1000 Einw."
"177","Pfäffikon","2012","7.7","8.19","57.3","pro 1000 Einw."
"177","Pfäffikon","2013","7.4","8.19","57.3","pro 1000 Einw."
"177","Pfäffikon","2014","9.0","8.19","57.3","pro 1000 Einw."
"177","Pfäffikon","2015","8.8","8.19","57.3","pro 1000 Einw."
"177","Pfäffikon","2016","7.8","8.19","57.3","pro 1000 Einw."
"178","Russikon","2010","4.9","3.89","27.2","pro 1000 Einw."
"178","Russikon","2011","6.3","3.89","27.2","pro 1000 Einw."
"178","Russikon","2012","3.1","3.89","27.2","pro 1000 Einw."
"178","Russikon","2013","2.4","3.89","27.2","pro 1000 Einw."
"178","Russikon","2014","3.3","3.89","27.2","pro 1000 Einw."
"178","Russikon","2015","3.7","3.89","27.2","pro 1000 Einw."
"178","Russikon","2016","3.5","3.89","27.2","pro 1000 Einw."
"179","Sternenberg (bis 2014)","2010","5.5","7.36","36.8","pro 1000 Einw."
"179","Sternenberg (bis 2014)","2011","5.7","7.36","36.8","pro 1000 Einw."
"179","Sternenberg (bis 2014)","2012","17.1","7.36","36.8","pro 1000 Einw."
"179","Sternenberg (bis 2014)","2013","2.8","7.36","36.8","pro 1000 Einw."
"179","Sternenberg (bis 2014)","2014","5.7","7.36","36.8","pro 1000 Einw."
"180","Weisslingen","2010","7.1","6.06","42.4","pro 1000 Einw."
"180","Weisslingen","2011","5.9","6.06","42.4","pro 1000 Einw."
"180","Weisslingen","2012","6.3","6.06","42.4","pro 1000 Einw."
"180","Weisslingen","2013","5.3","6.06","42.4","pro 1000 Einw."
"180","Weisslingen","2014","4.9","6.06","42.4","pro 1000 Einw."
"180","Weisslingen","2015","8.0","6.06","42.4","pro 1000 Einw."
"180","Weisslingen","2016","4.9","6.06","42.4","pro 1000 Einw."
"181","Wila","2010","7.2","6.76","47.3","pro 1000 Einw."
"181","Wila","2011","8.4","6.76","47.3","pro 1000 Einw."
"181","Wila","2012","6.2","6.76","47.3","pro 1000 Einw."
"181","Wila","2013","6.3","6.76","47.3","pro 1000 Einw."
"181","Wila","2014","7.3","6.76","47.3","pro 1000 Einw."
"181","Wila","2015","6.7","6.76","47.3","pro 1000 Einw."
"181","Wila","2016","5.2","6.76","47.3","pro 1000 Einw."
"182","Wildberg","2010","9.3","6.36","44.5","pro 1000 Einw."
"182","Wildberg","2011","6.1","6.36","44.5","pro 1000 Einw."
"182","Wildberg","2012","8.0","6.36","44.5","pro 1000 Einw."
"182","Wildberg","2013","2.0","6.36","44.5","pro 1000 Einw."
"182","Wildberg","2014","7.1","6.36","44.5","pro 1000 Einw."
"182","Wildberg","2015","8.9","6.36","44.5","pro 1000 Einw."
"182","Wildberg","2016","3.1","6.36","44.5","pro 1000 Einw."
"191","Dübendorf","2010","9.4","8.83","61.8","pro 1000 Einw."
"191","Dübendorf","2011","9.8","8.83","61.8","pro 1000 Einw."
"191","Dübendorf","2012","9.2","8.83","61.8","pro 1000 Einw."
"191","Dübendorf","2013","7.9","8.83","61.8","pro 1000 Einw."
"191","Dübendorf","2014","7.2","8.83","61.8","pro 1000 Einw."
"191","Dübendorf","2015","8.9","8.83","61.8","pro 1000 Einw."
"191","Dübendorf","2016","9.4","8.83","61.8","pro 1000 Einw."
"192","Egg","2010","8.0","8.41","58.9","pro 1000 Einw."
"192","Egg","2011","7.5","8.41","58.9","pro 1000 Einw."
"192","Egg","2012","8.9","8.41","58.9","pro 1000 Einw."
"192","Egg","2013","6.4","8.41","58.9","pro 1000 Einw."
"192","Egg","2014","9.2","8.41","58.9","pro 1000 Einw."
"192","Egg","2015","9.8","8.41","58.9","pro 1000 Einw."
"192","Egg","2016","9.1","8.41","58.9","pro 1000 Einw."
"193","Fällanden","2010","5.9","5.94","41.6","pro 1000 Einw."
"193","Fällanden","2011","6.1","5.94","41.6","pro 1000 Einw."
"193","Fällanden","2012","5.1","5.94","41.6","pro 1000 Einw."
"193","Fällanden","2013","5.2","5.94","41.6","pro 1000 Einw."
"193","Fällanden","2014","6.0","5.94","41.6","pro 1000 Einw."
"193","Fällanden","2015","6.5","5.94","41.6","pro 1000 Einw."
"193","Fällanden","2016","6.8","5.94","41.6","pro 1000 Einw."
"194","Greifensee","2010","2.4","3.23","22.6","pro 1000 Einw."
"194","Greifensee","2011","2.5","3.23","22.6","pro 1000 Einw."
"194","Greifensee","2012","2.3","3.23","22.6","pro 1000 Einw."
"194","Greifensee","2013","4.9","3.23","22.6","pro 1000 Einw."
"194","Greifensee","2014","4.5","3.23","22.6","pro 1000 Einw."
"194","Greifensee","2015","3.0","3.23","22.6","pro 1000 Einw."
"194","Greifensee","2016","3.0","3.23","22.6","pro 1000 Einw."
"195","Maur","2010","10.1","6.93","48.5","pro 1000 Einw."
"195","Maur","2011","5.7","6.93","48.5","pro 1000 Einw."
"195","Maur","2012","6.5","6.93","48.5","pro 1000 Einw."
"195","Maur","2013","7.9","6.93","48.5","pro 1000 Einw."
"195","Maur","2014","6.0","6.93","48.5","pro 1000 Einw."
"195","Maur","2015","6.3","6.93","48.5","pro 1000 Einw."
"195","Maur","2016","6.0","6.93","48.5","pro 1000 Einw."
"196","Mönchaltorf","2010","4.3","5.43","38","pro 1000 Einw."
"196","Mönchaltorf","2011","7.0","5.43","38","pro 1000 Einw."
"196","Mönchaltorf","2012","4.9","5.43","38","pro 1000 Einw."
"196","Mönchaltorf","2013","3.5","5.43","38","pro 1000 Einw."
"196","Mönchaltorf","2014","4.7","5.43","38","pro 1000 Einw."
"196","Mönchaltorf","2015","6.3","5.43","38","pro 1000 Einw."
"196","Mönchaltorf","2016","7.3","5.43","38","pro 1000 Einw."
"197","Schwerzenbach","2010","7.2","5.23","36.6","pro 1000 Einw."
"197","Schwerzenbach","2011","5.7","5.23","36.6","pro 1000 Einw."
"197","Schwerzenbach","2012","6.5","5.23","36.6","pro 1000 Einw."
"197","Schwerzenbach","2013","5.7","5.23","36.6","pro 1000 Einw."
"197","Schwerzenbach","2014","3.4","5.23","36.6","pro 1000 Einw."
"197","Schwerzenbach","2015","3.2","5.23","36.6","pro 1000 Einw."
"197","Schwerzenbach","2016","4.9","5.23","36.6","pro 1000 Einw."
"198","Uster","2010","8.8","8.21","57.5","pro 1000 Einw."
"198","Uster","2011","8.5","8.21","57.5","pro 1000 Einw."
"198","Uster","2012","7.8","8.21","57.5","pro 1000 Einw."
"198","Uster","2013","7.4","8.21","57.5","pro 1000 Einw."
"198","Uster","2014","7.8","8.21","57.5","pro 1000 Einw."
"198","Uster","2015","8.4","8.21","57.5","pro 1000 Einw."
"198","Uster","2016","8.8","8.21","57.5","pro 1000 Einw."
"199","Volketswil","2010","12.5","9.79","68.5","pro 1000 Einw."
"199","Volketswil","2011","10.8","9.79","68.5","pro 1000 Einw."
"199","Volketswil","2012","11.3","9.79","68.5","pro 1000 Einw."
"199","Volketswil","2013","9.6","9.79","68.5","pro 1000 Einw."
"199","Volketswil","2014","8.5","9.79","68.5","pro 1000 Einw."
"199","Volketswil","2015","7.2","9.79","68.5","pro 1000 Einw."
"199","Volketswil","2016","8.6","9.79","68.5","pro 1000 Einw."
"200","Wangen-Brüttisellen","2010","19.4","20.53","143.7","pro 1000 Einw."
"200","Wangen-Brüttisellen","2011","22.0","20.53","143.7","pro 1000 Einw."
"200","Wangen-Brüttisellen","2012","23.2","20.53","143.7","pro 1000 Einw."
"200","Wangen-Brüttisellen","2013","21.1","20.53","143.7","pro 1000 Einw."
"200","Wangen-Brüttisellen","2014","19.8","20.53","143.7","pro 1000 Einw."
"200","Wangen-Brüttisellen","2015","18.5","20.53","143.7","pro 1000 Einw."
"200","Wangen-Brüttisellen","2016","19.7","20.53","143.7","pro 1000 Einw."
"211","Altikon","2010","5.0","3.41","23.9","pro 1000 Einw."
"211","Altikon","2011","4.8","3.41","23.9","pro 1000 Einw."
"211","Altikon","2012","4.9","3.41","23.9","pro 1000 Einw."
"211","Altikon","2013","3.1","3.41","23.9","pro 1000 Einw."
"211","Altikon","2014","1.5","3.41","23.9","pro 1000 Einw."
"211","Altikon","2015","4.6","3.41","23.9","pro 1000 Einw."
"211","Altikon","2016","0.0","3.41","23.9","pro 1000 Einw."
"212","Bertschikon (bis 2013)","2010","57.3","37.7","150.8","pro 1000 Einw."
"212","Bertschikon (bis 2013)","2011","42.0","37.7","150.8","pro 1000 Einw."
"212","Bertschikon (bis 2013)","2012","22.9","37.7","150.8","pro 1000 Einw."
"212","Bertschikon (bis 2013)","2013","28.6","37.7","150.8","pro 1000 Einw."
"213","Brütten","2010","5.7","5.31","37.2","pro 1000 Einw."
"213","Brütten","2011","6.2","5.31","37.2","pro 1000 Einw."
"213","Brütten","2012","3.5","5.31","37.2","pro 1000 Einw."
"213","Brütten","2013","2.5","5.31","37.2","pro 1000 Einw."
"213","Brütten","2014","4.9","5.31","37.2","pro 1000 Einw."
"213","Brütten","2015","6.5","5.31","37.2","pro 1000 Einw."
"213","Brütten","2016","7.9","5.31","37.2","pro 1000 Einw."
"214","Dägerlen","2010","6.0","6.91","48.4","pro 1000 Einw."
"214","Dägerlen","2011","9.1","6.91","48.4","pro 1000 Einw."
"214","Dägerlen","2012","7.1","6.91","48.4","pro 1000 Einw."
"214","Dägerlen","2013","6.1","6.91","48.4","pro 1000 Einw."
"214","Dägerlen","2014","4.1","6.91","48.4","pro 1000 Einw."
"214","Dägerlen","2015","3.9","6.91","48.4","pro 1000 Einw."
"214","Dägerlen","2016","12.1","6.91","48.4","pro 1000 Einw."
"215","Dättlikon","2010","2.7","3.01","21.1","pro 1000 Einw."
"215","Dättlikon","2011","2.7","3.01","21.1","pro 1000 Einw."
"215","Dättlikon","2012","0.0","3.01","21.1","pro 1000 Einw."
"215","Dättlikon","2013","4.0","3.01","21.1","pro 1000 Einw."
"215","Dättlikon","2014","3.9","3.01","21.1","pro 1000 Einw."
"215","Dättlikon","2015","4.0","3.01","21.1","pro 1000 Einw."
"215","Dättlikon","2016","3.8","3.01","21.1","pro 1000 Einw."
"216","Dinhard","2010","3.6","3.01","21.1","pro 1000 Einw."
"216","Dinhard","2011","1.4","3.01","21.1","pro 1000 Einw."
"216","Dinhard","2012","2.8","3.01","21.1","pro 1000 Einw."
"216","Dinhard","2013","3.3","3.01","21.1","pro 1000 Einw."
"216","Dinhard","2014","4.7","3.01","21.1","pro 1000 Einw."
"216","Dinhard","2015","2.7","3.01","21.1","pro 1000 Einw."
"216","Dinhard","2016","2.6","3.01","21.1","pro 1000 Einw."
"217","Elgg","2010","6.6","6.59","46.1","pro 1000 Einw."
"217","Elgg","2011","7.7","6.59","46.1","pro 1000 Einw."
"217","Elgg","2012","6.7","6.59","46.1","pro 1000 Einw."
"217","Elgg","2013","8.5","6.59","46.1","pro 1000 Einw."
"217","Elgg","2014","3.9","6.59","46.1","pro 1000 Einw."
"217","Elgg","2015","5.5","6.59","46.1","pro 1000 Einw."
"217","Elgg","2016","7.2","6.59","46.1","pro 1000 Einw."
"218","Ellikon a.d.Th.","2010","4.5","4.63","32.4","pro 1000 Einw."
"218","Ellikon a.d.Th.","2011","4.5","4.63","32.4","pro 1000 Einw."
"218","Ellikon a.d.Th.","2012","4.4","4.63","32.4","pro 1000 Einw."
"218","Ellikon a.d.Th.","2013","5.5","4.63","32.4","pro 1000 Einw."
"218","Ellikon a.d.Th.","2014","5.5","4.63","32.4","pro 1000 Einw."
"218","Ellikon a.d.Th.","2015","2.3","4.63","32.4","pro 1000 Einw."
"218","Ellikon a.d.Th.","2016","5.7","4.63","32.4","pro 1000 Einw."
"219","Elsau","2010","7.5","5.43","38","pro 1000 Einw."
"219","Elsau","2011","6.0","5.43","38","pro 1000 Einw."
"219","Elsau","2012","6.9","5.43","38","pro 1000 Einw."
"219","Elsau","2013","3.2","5.43","38","pro 1000 Einw."
"219","Elsau","2014","3.8","5.43","38","pro 1000 Einw."
"219","Elsau","2015","5.5","5.43","38","pro 1000 Einw."
"219","Elsau","2016","5.1","5.43","38","pro 1000 Einw."
"220","Hagenbuch","2010","18.2","16.53","115.7","pro 1000 Einw."
"220","Hagenbuch","2011","22.0","16.53","115.7","pro 1000 Einw."
"220","Hagenbuch","2012","10.9","16.53","115.7","pro 1000 Einw."
"220","Hagenbuch","2013","12.9","16.53","115.7","pro 1000 Einw."
"220","Hagenbuch","2014","15.3","16.53","115.7","pro 1000 Einw."
"220","Hagenbuch","2015","16.3","16.53","115.7","pro 1000 Einw."
"220","Hagenbuch","2016","20.1","16.53","115.7","pro 1000 Einw."
"221","Hettlingen","2010","2.4","2.73","19.1","pro 1000 Einw."
"221","Hettlingen","2011","2.0","2.73","19.1","pro 1000 Einw."
"221","Hettlingen","2012","3.3","2.73","19.1","pro 1000 Einw."
"221","Hettlingen","2013","4.7","2.73","19.1","pro 1000 Einw."
"221","Hettlingen","2014","2.6","2.73","19.1","pro 1000 Einw."
"221","Hettlingen","2015","1.6","2.73","19.1","pro 1000 Einw."
"221","Hettlingen","2016","2.5","2.73","19.1","pro 1000 Einw."
"222","Hofstetten","2010","6.7","5.7","39.9","pro 1000 Einw."
"222","Hofstetten","2011","6.4","5.7","39.9","pro 1000 Einw."
"222","Hofstetten","2012","6.2","5.7","39.9","pro 1000 Einw."
"222","Hofstetten","2013","8.3","5.7","39.9","pro 1000 Einw."
"222","Hofstetten","2014","4.1","5.7","39.9","pro 1000 Einw."
"222","Hofstetten","2015","4.2","5.7","39.9","pro 1000 Einw."
"222","Hofstetten","2016","4.0","5.7","39.9","pro 1000 Einw."
"223","Neftenbach","2010","9.2","9.04","63.3","pro 1000 Einw."
"223","Neftenbach","2011","9.0","9.04","63.3","pro 1000 Einw."
"223","Neftenbach","2012","9.6","9.04","63.3","pro 1000 Einw."
"223","Neftenbach","2013","7.2","9.04","63.3","pro 1000 Einw."
"223","Neftenbach","2014","9.3","9.04","63.3","pro 1000 Einw."
"223","Neftenbach","2015","8.9","9.04","63.3","pro 1000 Einw."
"223","Neftenbach","2016","10.1","9.04","63.3","pro 1000 Einw."
"224","Pfungen","2010","6.4","6.57","46","pro 1000 Einw."
"224","Pfungen","2011","6.6","6.57","46","pro 1000 Einw."
"224","Pfungen","2012","7.4","6.57","46","pro 1000 Einw."
"224","Pfungen","2013","6.2","6.57","46","pro 1000 Einw."
"224","Pfungen","2014","6.6","6.57","46","pro 1000 Einw."
"224","Pfungen","2015","4.0","6.57","46","pro 1000 Einw."
"224","Pfungen","2016","8.8","6.57","46","pro 1000 Einw."
"225","Rickenbach","2010","4.4","3.47","24.3","pro 1000 Einw."
"225","Rickenbach","2011","2.0","3.47","24.3","pro 1000 Einw."
"225","Rickenbach","2012","5.1","3.47","24.3","pro 1000 Einw."
"225","Rickenbach","2013","3.2","3.47","24.3","pro 1000 Einw."
"225","Rickenbach","2014","2.7","3.47","24.3","pro 1000 Einw."
"225","Rickenbach","2015","3.5","3.47","24.3","pro 1000 Einw."
"225","Rickenbach","2016","3.4","3.47","24.3","pro 1000 Einw."
"226","Schlatt","2010","6.8","9.09","63.6","pro 1000 Einw."
"226","Schlatt","2011","9.5","9.09","63.6","pro 1000 Einw."
"226","Schlatt","2012","10.8","9.09","63.6","pro 1000 Einw."
"226","Schlatt","2013","5.5","9.09","63.6","pro 1000 Einw."
"226","Schlatt","2014","13.3","9.09","63.6","pro 1000 Einw."
"226","Schlatt","2015","10.9","9.09","63.6","pro 1000 Einw."
"226","Schlatt","2016","6.8","9.09","63.6","pro 1000 Einw."
"227","Seuzach","2010","20.1","13.17","92.2","pro 1000 Einw."
"227","Seuzach","2011","11.9","13.17","92.2","pro 1000 Einw."
"227","Seuzach","2012","9.7","13.17","92.2","pro 1000 Einw."
"227","Seuzach","2013","12.2","13.17","92.2","pro 1000 Einw."
"227","Seuzach","2014","12.9","13.17","92.2","pro 1000 Einw."
"227","Seuzach","2015","13.1","13.17","92.2","pro 1000 Einw."
"227","Seuzach","2016","12.3","13.17","92.2","pro 1000 Einw."
"228","Turbenthal","2010","7.9","7.21","50.5","pro 1000 Einw."
"228","Turbenthal","2011","8.0","7.21","50.5","pro 1000 Einw."
"228","Turbenthal","2012","7.4","7.21","50.5","pro 1000 Einw."
"228","Turbenthal","2013","6.5","7.21","50.5","pro 1000 Einw."
"228","Turbenthal","2014","5.6","7.21","50.5","pro 1000 Einw."
"228","Turbenthal","2015","7.2","7.21","50.5","pro 1000 Einw."
"228","Turbenthal","2016","7.9","7.21","50.5","pro 1000 Einw."
"229","Wiesendangen (bis 2013)","2010","22.5","16.72","66.9","pro 1000 Einw."
"229","Wiesendangen (bis 2013)","2011","18.1","16.72","66.9","pro 1000 Einw."
"229","Wiesendangen (bis 2013)","2012","11.0","16.72","66.9","pro 1000 Einw."
"229","Wiesendangen (bis 2013)","2013","15.3","16.72","66.9","pro 1000 Einw."
"230","Winterthur","2010","13.6","12.51","87.6","pro 1000 Einw."
"230","Winterthur","2011","13.1","12.51","87.6","pro 1000 Einw."
"230","Winterthur","2012","12.6","12.51","87.6","pro 1000 Einw."
"230","Winterthur","2013","12.2","12.51","87.6","pro 1000 Einw."
"230","Winterthur","2014","11.6","12.51","87.6","pro 1000 Einw."
"230","Winterthur","2015","11.7","12.51","87.6","pro 1000 Einw."
"230","Winterthur","2016","12.8","12.51","87.6","pro 1000 Einw."
"231","Zell","2010","9.5","6.94","48.6","pro 1000 Einw."
"231","Zell","2011","5.2","6.94","48.6","pro 1000 Einw."
"231","Zell","2012","9.3","6.94","48.6","pro 1000 Einw."
"231","Zell","2013","6.2","6.94","48.6","pro 1000 Einw."
"231","Zell","2014","6.7","6.94","48.6","pro 1000 Einw."
"231","Zell","2015","5.8","6.94","48.6","pro 1000 Einw."
"231","Zell","2016","5.9","6.94","48.6","pro 1000 Einw."
"241","Aesch ZH","2010","7.7","9.41","65.9","pro 1000 Einw."
"241","Aesch ZH","2011","11.1","9.41","65.9","pro 1000 Einw."
"241","Aesch ZH","2012","6.0","9.41","65.9","pro 1000 Einw."
"241","Aesch ZH","2013","10.1","9.41","65.9","pro 1000 Einw."
"241","Aesch ZH","2014","5.1","9.41","65.9","pro 1000 Einw."
"241","Aesch ZH","2015","12.5","9.41","65.9","pro 1000 Einw."
"241","Aesch ZH","2016","13.4","9.41","65.9","pro 1000 Einw."
"242","Birmensdorf","2010","19.2","18.79","131.5","pro 1000 Einw."
"242","Birmensdorf","2011","15.5","18.79","131.5","pro 1000 Einw."
"242","Birmensdorf","2012","16.0","18.79","131.5","pro 1000 Einw."
"242","Birmensdorf","2013","21.5","18.79","131.5","pro 1000 Einw."
"242","Birmensdorf","2014","19.5","18.79","131.5","pro 1000 Einw."
"242","Birmensdorf","2015","18.4","18.79","131.5","pro 1000 Einw."
"242","Birmensdorf","2016","21.4","18.79","131.5","pro 1000 Einw."
"243","Dietikon","2010","11.7","9.63","67.4","pro 1000 Einw."
"243","Dietikon","2011","9.3","9.63","67.4","pro 1000 Einw."
"243","Dietikon","2012","9.4","9.63","67.4","pro 1000 Einw."
"243","Dietikon","2013","9.0","9.63","67.4","pro 1000 Einw."
"243","Dietikon","2014","8.0","9.63","67.4","pro 1000 Einw."
"243","Dietikon","2015","10.0","9.63","67.4","pro 1000 Einw."
"243","Dietikon","2016","10.0","9.63","67.4","pro 1000 Einw."
"244","Geroldswil","2010","11.2","9.24","64.7","pro 1000 Einw."
"244","Geroldswil","2011","7.9","9.24","64.7","pro 1000 Einw."
"244","Geroldswil","2012","7.6","9.24","64.7","pro 1000 Einw."
"244","Geroldswil","2013","12.4","9.24","64.7","pro 1000 Einw."
"244","Geroldswil","2014","8.9","9.24","64.7","pro 1000 Einw."
"244","Geroldswil","2015","8.6","9.24","64.7","pro 1000 Einw."
"244","Geroldswil","2016","8.1","9.24","64.7","pro 1000 Einw."
"245","Oberengstringen","2010","8.5","6.23","43.6","pro 1000 Einw."
"245","Oberengstringen","2011","5.5","6.23","43.6","pro 1000 Einw."
"245","Oberengstringen","2012","5.2","6.23","43.6","pro 1000 Einw."
"245","Oberengstringen","2013","6.1","6.23","43.6","pro 1000 Einw."
"245","Oberengstringen","2014","6.4","6.23","43.6","pro 1000 Einw."
"245","Oberengstringen","2015","5.0","6.23","43.6","pro 1000 Einw."
"245","Oberengstringen","2016","6.9","6.23","43.6","pro 1000 Einw."
"246","Oetwil a.d.L.","2010","4.4","6.9","48.3","pro 1000 Einw."
"246","Oetwil a.d.L.","2011","5.6","6.9","48.3","pro 1000 Einw."
"246","Oetwil a.d.L.","2012","9.5","6.9","48.3","pro 1000 Einw."
"246","Oetwil a.d.L.","2013","15.3","6.9","48.3","pro 1000 Einw."
"246","Oetwil a.d.L.","2014","3.9","6.9","48.3","pro 1000 Einw."
"246","Oetwil a.d.L.","2015","5.5","6.9","48.3","pro 1000 Einw."
"246","Oetwil a.d.L.","2016","4.1","6.9","48.3","pro 1000 Einw."
"247","Schlieren","2010","7.8","8.09","56.6","pro 1000 Einw."
"247","Schlieren","2011","7.2","8.09","56.6","pro 1000 Einw."
"247","Schlieren","2012","8.9","8.09","56.6","pro 1000 Einw."
"247","Schlieren","2013","8.8","8.09","56.6","pro 1000 Einw."
"247","Schlieren","2014","8.1","8.09","56.6","pro 1000 Einw."
"247","Schlieren","2015","7.4","8.09","56.6","pro 1000 Einw."
"247","Schlieren","2016","8.4","8.09","56.6","pro 1000 Einw."
"248","Uitikon","2010","4.6","4.41","30.9","pro 1000 Einw."
"248","Uitikon","2011","4.1","4.41","30.9","pro 1000 Einw."
"248","Uitikon","2012","3.8","4.41","30.9","pro 1000 Einw."
"248","Uitikon","2013","5.1","4.41","30.9","pro 1000 Einw."
"248","Uitikon","2014","5.8","4.41","30.9","pro 1000 Einw."
"248","Uitikon","2015","3.4","4.41","30.9","pro 1000 Einw."
"248","Uitikon","2016","4.1","4.41","30.9","pro 1000 Einw."
"249","Unterengstringen","2010","20.8","17.9","125.3","pro 1000 Einw."
"249","Unterengstringen","2011","16.7","17.9","125.3","pro 1000 Einw."
"249","Unterengstringen","2012","16.5","17.9","125.3","pro 1000 Einw."
"249","Unterengstringen","2013","18.3","17.9","125.3","pro 1000 Einw."
"249","Unterengstringen","2014","21.3","17.9","125.3","pro 1000 Einw."
"249","Unterengstringen","2015","13.0","17.9","125.3","pro 1000 Einw."
"249","Unterengstringen","2016","18.7","17.9","125.3","pro 1000 Einw."
"250","Urdorf","2010","11.9","12.43","87","pro 1000 Einw."
"250","Urdorf","2011","11.1","12.43","87","pro 1000 Einw."
"250","Urdorf","2012","13.2","12.43","87","pro 1000 Einw."
"250","Urdorf","2013","11.7","12.43","87","pro 1000 Einw."
"250","Urdorf","2014","12.1","12.43","87","pro 1000 Einw."
"250","Urdorf","2015","11.6","12.43","87","pro 1000 Einw."
"250","Urdorf","2016","15.4","12.43","87","pro 1000 Einw."
"251","Weiningen","2010","41.6","44.06","308.4","pro 1000 Einw."
"251","Weiningen","2011","46.0","44.06","308.4","pro 1000 Einw."
"251","Weiningen","2012","40.2","44.06","308.4","pro 1000 Einw."
"251","Weiningen","2013","45.4","44.06","308.4","pro 1000 Einw."
"251","Weiningen","2014","45.4","44.06","308.4","pro 1000 Einw."
"251","Weiningen","2015","35.0","44.06","308.4","pro 1000 Einw."
"251","Weiningen","2016","54.8","44.06","308.4","pro 1000 Einw."
